variableMetadata	set	gene	chromato	name	chebi_id	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M102.0198T313.32	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M102T313	102.019805381746	313.322634097093			688	NA		0.791047901004223	0.00239262769452142	1	-0.600412159338475	0.00246223343551332	1	2.47520403066657		0
M896.9039T525.93_1	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M897T526_1	896.903863560393	525.934516961539			18	438	@M897.4052T526.09_2|-13Cdb|@M897.9066T526.13_1|-13C	0.918749837780279	0.0047309143771193	1	0.101592056427474	0.853724529172387	0	3.13788653014951		-0.176786134350237
M597.6006T526.42_1	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M598T526_1	597.600574188988	526.417861301548			628	NA		1.03352236583902	0.00491564488725639	1	0.0783498994059286	0.921818600550484	0	3.07705445494881		-0.0978068456627427
M512.2105T339.89	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M512T340	512.210526227271	339.885660131853			898	NA		2.6323305970763	0.00540249749979713	1	-0.529821029292853	0.473982205402947	0	2.69206413636787		-0.0166379299981298
M285.9725T352.3	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M286T352	285.972490031987	352.298048526992		[M-2H+K]- 249.012	6	257	@M287.9707T352.57|-34S|-41K|-37Cl	-1.31077447546204	0.00540249749979713	1	0.469351412881826	0.178844970873648	0	2.76201977685835		0
M294.0103T371.57	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M294T372	294.010254767882	371.574088628601		[M-H+HCOOH]- 249.012	6	266	@M296.0081T372.5|-34S|-41K|-37Cl	1.13341524333119	0.00936225874284579	1	0.648849675985909	0.0628279788322541	0	2.67261558273291		-0.189681359807413
M256.0945T332.88	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M256T333	256.094529864936	332.876676041149			25	NA		-0.704566398525152	0.0119060399329983	1	0.147057451787864	0.495537640041993	0	2.78036633450186		0.0974694099671888
M898.4079T526.13_2	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M898T526_2	898.407935209245	526.126958772837	[690][M+1]2-		622	438	@M897.4052T526.09_2|+13C|@M897.9066T526.13_1|+13Cdb	1.09203669546899	0.0125102354773225	1	0.111224427682274	0.882240279350905	0	3.06185215970836		-0.067826160602131
M112.0406T521.6	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M112T522	112.040599767803	521.599439257218		[M-H-COCH2]- 155.052	64	34	@M113.0439T520.42|-13C	0.81070492756022	0.0169411496042751	1	0.856462881089676	0.000738720522877435	1	2.2110349811218		0
M178.0182T209.28	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M178T209	178.018198041887	209.281653972286		[M+Cl]- 143.056	19	NA		0.650498545582773	0.0169411496042751	1	-0.485255561101894	0.0125381740396475	1	2.8072606589974		-0.148784143667467
M597.935T526.27_2	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M598T526_2	597.935014526368	526.265960321811			644	NA		1.0316887815753	0.0189615970559963	1	0.0413542313278317	0.996220232889742	0	2.88894616398032		0
M239.9978T97.78	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M240T98	239.997811063358	97.7752968908351		[M-H]- 241.009	5	NA		8.33540071684193	0.0207950450369801	1	-1.61397383071209	0.568953394365401	0	2.60293829931312	svm	0
M237.1867T79.92	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M237T80	237.186664216114	79.9238057029175			97	195	@M235.1712T80.04|+(H2)	-7.21489600454358	0.0207950450369801	1	-10.5985135264751	1.58947073655124e-05	1	1.72565892989657	svm	0
M190.0182T521.49	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M190T521	190.018235160675	521.48576351324		[M+Cl]- 155.052	64	138	@M192.014T520.86|-34S|-41K|-37Cl	0.908408345856593	0.0207950450369801	1	1.16514683664452	8.46795579311397e-05	1	2.02314489933789		0
M206.0462T328.48	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M206T328	206.046210068529	328.483578086136			25	NA		-0.807115411255564	0.0207950450369801	1	0.333581959343094	0.189510629609324	0	2.63017479771249		0
M145.0145T182.22	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M145T182	145.014499654854	182.216609141287			22	NA		0.778288895474898	0.0207950450369801	1	0.0554580253214851	0.941407645528219	0	2.52595227193151		0
M407.0668T455.43	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M407T455	407.066784180727	455.431660232815			170	NA		0.602400978422954	0.0207950450369801	1	-0.202889392172731	0.298478017911152	0	2.91456816659603		0
M236.9385T601.45	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M237T601	236.938526845684	601.445773521322			395	NA		0.532681053564756	0.0207950450369801	1	-0.203545149375344	0.232980470727403	0	2.61044476952172		0
M287.9707T352.57	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M288T353	287.970723452689	352.570351745052			6	257	@M285.9725T352.3|+34S|+41K|+37Cl	-1.17168903818928	0.0234279107128447	1	0.515051404586535	0.170834256543908	0	2.54954064023139		0
M366.0506T524.43	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M366T524	366.050600704472	524.429705324451			627	NA		1.30578900239605	0.0284420630526228	1	0.754922282219207	0.105740537095464	0	2.56951378494249		0
M248.0239T639.01	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M248T639	248.023938567629	639.006575175072		[M-H]- 249.031	44	158	@M204.034T639.26|+(CO2)	0.44713723849763	0.0297357339510997	1	-0.168349259601211	0.264454749049831	0	2.88615075188061		-0.0128338804862444
M175.0471T517.3	metabolomics_plasma_hilic_neg	MX2	hilic	Allantoic acid	CHEBI:30837	C00499	Nucleotide metabolism	Purine metabolism	Allantoin	HMDB01209	CID203	C4H8N4O4	176.05455	NUCLJNSWZCHRKL-UHFFFAOYSA-N	InChI=1S/C4H8N4O4/c5-3(11)7-1(2(9)10)8-4(6)12/h1H,(H,9,10)(H3,5,7,11)(H3,6,8,12)	M175T517	175.047080412723	517.299156904629	[165][M+1]-		37	NA		0.513184562509895	0.0307132523321124	1	0.25335594312229	0.194997157444036	0	2.59207794599141		0
M846.3803T531.57	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M846T532	846.38026361353	531.567241666608	[679][M]2-		18	431	@M846.8818T531.27|-13Cdb	0.809017052244034	0.0311500976152993	1	0.426318622912708	0.159783656313069	0	2.51841304413158		0
M738.3435T518.51	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M738T519	738.343460867719	518.513112036658			1134	NA		1.75202036565729	0.0331391400090824	1	0.712101524896978	0.335160200342051	0	2.71232215018715		0
M255.0894T160.01	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M255T160	255.089371560216	160.009008518805			1493	NA		1.02822068190924	0.0331391400090824	1	-0.16710470732898	0.655393616683404	0	2.75669399913072		0
M306.9983T599.98	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M307T600	306.998318364376	599.97616929622			393	12	@M209.0306T594.48_2|+(H2SO4)	0.918920140464978	0.0331391400090824	1	0.0437969843283845	0.983879222070066	0	2.41167866801686		0
M305.0748T466.03	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M305T466	305.07483873222	466.031415534688	[415][M+1]-		3	NA		0.369639713480048	0.0347194641650664	1	-0.363183516270748	0.00443464367880339	1	2.34180616115824		0
M203.0023T100.4	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M203T100	203.002307452723	100.402970918401	[228][M]-		5	157	@M204.0055T100.56|-13C|@M204.9981T100.58|-34S|-41K|-37Cl	-1.04656448234327	0.0358722073338944	1	0.327096986756356	0.388194976507185	0	2.92519825567836		0.0298738249564041
M78.0035T524.15	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M78T524	78.0035426069095	524.147353576504			18	NA		0.956302020457896	0.0433479184558448	1	-0.557293346700325	0.0944919739072951	0	2.42770805670673		0
M111.0202T174.26	metabolomics_plasma_hilic_neg	MX2	hilic	Uracil	CHEBI:17568	C00106	Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Pyrimidine metabolism	beta-Alanine|Uracil	HMDB00300	CID1174	C4H4N2O2	112.02728	ISAKRJDGNUQOIC-UHFFFAOYSA-N	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	M111T174	111.020177677493	174.260516596448	[43][M]-	[M-H-CO2]- 156.011	22	32	@M112.0235T174.26|-13C	0.481367592149883	0.0433479184558448	1	-0.0849892120075282	0.646846409463929	0	2.82110106995569		0
M279.9962T150.45	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M280T150	279.996203210494	150.449551475262		[M-H+NaCOOH]- 213.011	16	NA		2.23161731460288	0.0447135422672833	1	-3.5406362137546	6.4748655260295e-05	1	1.73496779751084	svm	0
M211.0348T594.47_2	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M211T594_2	211.034777655937	594.474495552872	[244][M+2]-		39	12	@M209.0306T594.48_2|+18O|+13C2|@M210.034T594.33|+13C|+15N	0.875019845869554	0.0447135422672833	1	0.597163538141276	0.0710862648482294	0	2.15885707466453		0
M208.0466T508.64	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M208T509	208.04659670641	508.640507402764		[M-H-CO2]- 253.03	34	NA		0.815100544846388	0.0447135422672833	1	0.560886820422196	0.0675174606878139	0	2.13272469199175		0
M210.034T594.33	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M210T594	210.034007214358	594.334883928564	[244][M+1]-		39	12	@M209.0306T594.48_2|+13C|@M211.0348T594.47_2|-13C|-15N	0.76382753067406	0.0447135422672833	1	0.469436239768061	0.108733683344666	0	2.21398700805082		0
M266.0999T168.52	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M266T169	266.099948548535	168.518770476319			1515	NA		-0.681529805696195	0.0447135422672833	1	0.168359604601591	0.52604013595947	0	2.65191253606209		0
M177.0042T621.61	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M177T622	177.004244702935	621.614983504042			1021	NA		0.622711533730172	0.0447135422672833	1	0.0266583862272256	0.993449021201526	0	2.17123366946403		0
M303.0364T537.53	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M303T538	303.036431931663	537.528463189947			481	NA		0.854115266285522	0.0494477210463105	1	-1.15807759831515	0.000420127086976519	1	2.08416206021806		0
M369.229T88.86	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M369T89	369.229004008161	88.8643110211461		[M-H-C2H4]- 398.268	11	NA		1.60639392540621	0.049474453636875	1	-0.189683004653945	0.751346436341624	0	2.84627051038834		0
M402.1613T334.53	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M402T335	402.16134125353	334.530372858719	[548][M+1]-		25	NA		0.540074232231978	0.0527727297604478	0	-0.0250844396884986	0.876588147541726	0	2.51723652119583		0
M242.0788T310.54	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M242T311	242.078753915217	310.536434489745	[303][M]-	[M-H-C2H4]- 271.126	20	NA		0.495024176888755	0.055985365671729	0	-0.403638629415038	0.0261413025484153	1	2.38783855318327		0
M262.1302T172.14	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M262T172	262.130154144813	172.144506750006		[M-H]- 263.141	22	NA		-1.01202112870521	0.0573555108081997	0	0.222927344725555	0.59160674376265	0	2.42465665879659		0
M359.158T304.39	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M359T304	359.157975671185	304.386297431846			722	NA		0.545586597615154	0.0582399797246935	0	-0.330420461513704	0.102068470303076	0	2.42995979373899		0
M255.0774T476.6	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M255T477	255.077378711286	476.603467572478			3	NA		0.864109416943178	0.0601611025671978	0	-0.777263313604719	0.0159170970023077	1	2.34563322128321		0
M191.02T443.94_1	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M191T444_1	191.020008522104	443.939160680764			9	NA		0.482426359740671	0.0601611025671978	0	0.332794481984468	0.083525673726407	0	2.12889259524229		0
M240.0996T190.72	metabolomics_plasma_hilic_neg	MX2	hilic	5-Methyldeoxycytidine;2'-Deoxy-5-methylcytidine	CHEBI:47876	C03592				HMDB02224	CID1835	C10H15N3O4	241.10626	LUCHPKXVUGJYGU-UHFFFAOYSA-N	InChI=1S/C10H15N3O4/c1-5-3-13(10(16)12-9(5)11)8-2-6(15)7(4-14)17-8/h3,6-8,14-15H,2,4H2,1H3,(H2,11,12,16)	M240T191	240.099644235349	190.724104763625			1232	NA		0.413003332980837	0.0618989133489295	0	0.175536050809535	0.369016002170519	0	2.45412194314826		0
M151.0402T515.6	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M151T516	151.040161150566	515.595145899116			1134	NA		0.944706139491704	0.0623503587620157	0	0.835708976012446	0.0211730067515969	1	2.15096805383755		0
M311.1103T225.01	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M311T225	311.110277817982	225.007024204116			318	NA		-1.05661411770005	0.063233515239911	0	0.427976123243152	0.305659993673811	0	2.46227321313331		0
M338.0188T377.23	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M338T377	338.018788490294	377.227622530637			264	NA		-0.732649330513565	0.0689388709424148	0	0.2980120456566	0.310835807239625	0	2.40494438219386		0
M399.069T224.54	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M399T225	399.068979210368	224.53806127374			8	NA		5.52281502525548	0.0693671945679538	0	-1.89423992392664	0.409297718514453	0	2.07941520700386	svm	0
M246.9923T558.56	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M247T559	246.992254125533	558.561675332734		[2M-2H+K]- 105.011	4	NA		1.49062776518059	0.0693671945679538	0	1.11856346715582	0.0642051862901614	0	2.22966553466738		0
M160.9917T161.86	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M161T162	160.991706161101	161.861936806344		[M-H-CH4]- 178.026	1493	NA		0.861930878393848	0.0693671945679538	0	-1.33260302289751	0.000212379699427061	1	1.94839402504921		0
M87.0089T179.61	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M87T180	87.0088671570841	179.61452883344	[6][M]-		22	8	@M88.0122T179.61|-13C|@M89.0132T179.85|-18O|-13C2	0.4097648521556	0.0693671945679538	0	-0.183667758089015	0.25996396988482	0	2.42328614601475		0
M94.5055T523.29	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M95T523	94.5055064084861	523.294131191067			623	NA		1.10971668420084	0.071202676647429	0	1.41345943626494	0.00109623678261158	1	1.9573559328005		0
M300.0496T530.51	metabolomics_plasma_hilic_neg	MX2	hilic	N-Acetyl-α-D-glucosamine 1-phosphate	CHEBI:16446	C04501				HMDB01367	CID440364	C8H16NO9P	301.05627	FZLJPEPAYPUMMR-FMDGEEDCSA-N	InChI=1S/C8H16NO9P/c1-3(11)9-5-7(13)6(12)4(2-10)17-8(5)18-19(14,15)16/h4-8,10,12-13H,2H2,1H3,(H,9,11)(H2,14,15,16)/t4-,5-,6-,7-,8-/m1/s1	M300T531	300.049551456851	530.505311704194		[M+Cl]- 265.08 [M-H-H20]- 319.069	18	NA		0.822274378204309	0.0720191716035607	0	-0.358984621784479	0.280947726936307	0	2.50805217645512		-0.101291704208434
M255.045T334.75	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M255T335	255.04499742328	334.749213046728		[M-H+NaCOOH]- 188.061 [M-H-C2H4]- 284.082	25	NA		3.60408647700105	0.0758145922662557	0	2.38138037541246	0.118325378081086	0	2.49731876358684	svm	0
M249.0225T460.46	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M249T460	249.022474903555	460.458546284036	[314][M]-		3	210	@M251.0183T460.75|-34S|-41K|-37Cl	0.467684618810836	0.0758145922662557	0	-0.472574850125838	0.0104885328597382	1	2.30308063264778		0
M217.0486T444.49	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M217T444	217.048627661396	444.490307766201	[255][M]-	[M-H-COCH2]- 260.059	9	172	@M218.0521T444.64|-13C|@M219.0457T444.62|-34S|-41K|-37Cl|@M220.0491T444.67_1|-13C-37Cl|-13C-34S	1.178731260495	0.0765040692459398	0	-0.35607300588164	0.486554790174902	0	2.07428571472814		0
M386.1469T476.96	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M386T477	386.146859357877	476.96182183525	[535][M]-	[M-H-CO2]- 431.163	3	NA		0.802130023896376	0.0765040692459398	0	-0.757845490522813	0.0165914072043716	1	2.35548207617703		0
M317.1095T444.91	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M317T445	317.109469490659	444.911997601404	[441][M+2]-		9	292	@M318.1129T444.95|-13C	0.959613684712501	0.0770135638833654	0	-0.734474682984352	0.0526286265954696	0	1.96932718754935		0
M87.7777T595.24	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M88T595	87.7777068837855	595.236572757138			39	NA		0.849872151379058	0.0789123479676068	0	0.0164804941527823	0.970063855610221	0	1.93982166746298		0
M195.0302T516.15	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M195T516	195.030208752551	516.148682476644			1135	NA		1.40407488438199	0.0801488091493961	0	1.14990421282904	0.0468364485902288	1	2.17719889391955		0
M423.1533T323.37	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M423T323	423.153275917091	323.37455356374			25	NA		0.564095527594871	0.0801941539099953	0	-0.28611046467209	0.215102874877775	0	2.57111306588813		0
M221.0497T445	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M221T445	221.049663918473	445.001999289128		[M+Cl]- 186.07	9	172	@M218.0521T444.64|+13C+37Cl|+13C+34S|@M219.0457T444.62|+18O|+13C2|@M220.0491T444.67_1|+13C|+15N	1.65243382385834	0.0818348851069157	0	-0.741113789076044	0.283864740806576	0	2.03947542617568		0
M251.9977T507.21	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M252T507	251.997720289083	507.214966185951			34	NA		3.0271741140113	0.0818754825479611	0	1.6693981830422	0.23278568098507	0	2.28264516153738		0
M315.0365T535.83	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M315T536	315.036544061882	535.832652051451			492	NA		1.89021260233066	0.0818754825479611	0	-0.848701629552327	0.287498898087717	0	2.35035962308876		0
M325.126T171.4	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M325T171	325.12601313616	171.402510712564			827	NA		-1.19493148376666	0.0818754825479611	0	0.675779073112979	0.165033835126551	0	2.33325835078048		0
M367.1363T444.19	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M367T444	367.136325509904	444.19041073671	[514][M+2]-		9	335	@M368.1398T444.42|-13C	1.05076546985401	0.0818754825479611	0	-0.521525602204434	0.233519983999728	0	1.98315347056075		0
M263.0348T298.97	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M263T299	263.03480510829	298.96883616627			698	NA		0.780280095071465	0.0818754825479611	0	-0.0596018208179245	0.845289473248172	0	2.3268829438735		0
M327.1569T339.72	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M327T340	327.156880051636	339.718481107736			887	NA		0.778244057406186	0.0878470847628178	0	0.000740143260506088	0.946998014042683	0	2.10527099807844		0
M157.0144T534.71	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M157T535	157.014370112117	534.707500966731	[127][M]-	[M-H-CH2]- 172.046	15	93	@M158.0177T534.7|-13C|@M159.0189T534.53|-18O|-13C2|@M219.0151T535.89|-(H2O)-(CO2)	0.582435930864275	0.0905262576422775	0	-0.428698982203546	0.0727234445755825	0	2.21471104213014		0
M411.0757T507.27	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M411T507	411.075662279581	507.27250877905			34	NA		0.586963369271659	0.0989520808589064	0	-0.0616274812657291	0.806637858254288	0	2.41904236002039		0
M154.0512T207.16	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M154T207	154.051193174669	207.158037947361			43	29	@M110.0613T207.27|+(CO2)	0.390942775567851	0.104660638306742	0	-0.0317163931251407	0.844092825111547	0	2.6705747081497		0
M323.4998T723.95	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M323T724	323.499790491629	723.947222465353			74	NA		1.52519043660659	0.108376539468661	0	-0.0489123028842755	0.903699358478113	0	2.43152453904187		0
M157.0369T456.16	metabolomics_plasma_hilic_neg	MX2	hilic	Allantoin	CHEBI:15676	C01551	Nucleotide metabolism	Purine metabolism	Allantoin	HMDB00462	CID204	C4H6N4O3	158.04399	POJWUDADGALRAB-UHFFFAOYSA-N	InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)	M157T456	157.036851065525	456.158278413541	[128][M]-		3	94	@M158.0402T456.27|-13C|@M337.1008T459.33|-(C6H10O5)-(H2O)	0.358077994496401	0.108376539468661	0	0.136307123814795	0.503490401607602	0	2.34255685544513		0
M88.9882T595.75	metabolomics_plasma_hilic_neg	MX2	hilic	Oxalic acid	CHEBI:16995	C00209	Lipid metabolism|Microbial Metabolism	Fatty acids|Microbial Metabolism	Dicarboxylic|Microbial Metabolism	HMDB02329	CID971	C2H2O4	89.99531	MUBZPKHOEPUJKR-UHFFFAOYSA-N	InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)	M89T596	88.9881954287784	595.753417448596	[11][M]-	[M-H-C2H4]- 118.027 [M-H-COCH2]- 132.006 [M-H-C3H2O3]- 176.001	39	12	@M89.9915T595.56|-13C|@M90.9924T595.54|-18O|-13C2|@M150.9886T595.54|-(H2O)-(CO2)|@M209.0306T594.48_2|-(C4H8O4)	0.430988595663582	0.117170804287439	0	0.0914859115902722	0.762892414284168	0	2.09952019367796		0
M828.235T723.29	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M828T723	828.235038228875	723.291815682471	[675][M]2-	[3M-H+Cl]2- 540.843	74	430	@M828.7368T723.43|-13Cdb	1.83730317211978	0.118556952527807	0	-0.18390402566293	0.820050750312009	0	2.47839839041657		0
M820.2481T723.35	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M820T723	820.24810952162	723.347007230593	[673][M]2-		74	428	@M820.7499T723.26|-13Cdb	1.79453485693119	0.118556952527807	0	-0.175359963755813	0.824485775462583	0	2.42156446114469		0
M338.1042T459.42	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M338T459	338.104154699747	459.424081909817	[475][M+1]-		3	94	@M337.1008T459.33|+13C	0.482429616331443	0.118556952527807	0	0.35035287554795	0.11076179023267	0	2.07936321252362		0
M132.0127T181.85	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M132T182	132.012655686748	181.846534730715			22	NA		0.808489791905485	0.122100200064226	0	0.630208858054958	0.084659705745899	0	2.42633029302315		0
M192.5132T646.49	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M193T646	192.513247300924	646.494837508473		[M-2H]2- 387.042	1272	NA		0.513128070350501	0.124092278587405	0	-0.297090801834822	0.190698874814431	0	2.03316125532395		0
M171.0302T644.68	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M171T645	171.030179291198	644.678795469032	[157][M]-		1272	110	@M172.0335T644.87|-13C	0.73531059911873	0.128110507384261	0	-1.15308285072717	0.000707430084493367	1	1.94218866121782		0
M287.0173T361.29	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M287T361	287.017309365817	361.290568654514			6	NA		3.69852207141443	0.132976688340836	0	2.08371830647943	0.269320529539812	0	2.38744318435869		0
M186.992T294.63	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M187T295	186.991992386119	294.627990203219			410	NA		0.686235037054011	0.132976688340836	0	0.000680650168746411	0.94963722505905	0	1.91039464178834		0
M386.0343T646.63	metabolomics_plasma_hilic_neg	MX2	hilic										NA			M386T647	386.03430287321	646.630161362909	[534][M]-	[M-H]- 387.042	1272	345	@M387.0381T646.67|-13C|@M388.0302T646.82|-34S|-41K|-37Cl|@M408.0162T647.64|-Na|@M423.9905T647.55|-K	0.491043355257869	0.132976688340836	0	-0.369398834712278	0.0892097040256285	0	2.05259271890985		0
