variableMetadata	chromato	name	chebi_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M204.0666T9.9	c18acqui			0.415237438841986	0.961809149224792	0	-1.05237891778185	0.328385677872989	0	-0.333652801399174	0.961751785219567	0	-0.980424497923469	0.302959623538294	0	E	E	E	E	E	E	NA		M204T593	204.066631170941	593.062311040761			1539	28	@M160.0767T9.9|+(CO2)
M160.842T0.9	c18acqui			0.0135545484436257	0.991047297554756	0	-0.105534745840174	0.240172960338915	0	0.0218578602092272	0.961751785219567	0	-0.0858204406635288	0.298231448316243	0	E	E	E	E	E	E	NA		M161T56	160.841998859504	56.2845958269524		[M+Cl]- 125.866 [M-H]- 161.846	105	29	@M162.839T0.9|-34S|-41K|-37Cl
M161.1334T15.7	c18acqui			0.133710229160643	0.967285638254861	0	0.0579884565777764	0.951922165048046	0	0.352590992253322	0.927377543721077	0	-0.2830587811125	0.581963104399483	0	E	E	E	E	E	E	NA		M161T943	161.133402038634	943.485635252172		[M-H-CO2]- 206.131	135	30	@M205.1234T15.7|-(CO2)
M205.1234T15.7	c18acqui			0.415161328818908	0.917955571841759	0	-0.0282946215459265	0.998532007879384	0	0.579817248280712	0.919153722729841	0	-0.277487301875878	0.63316905893684	0	E	E	E	E	E	E	NA		M205T943	205.123396026015	943.477975797246	[85][M]-	[M-H]- 206.131 [M-H-CO]- 234.126	135	30	@M161.1334T15.7|+(CO2)|@M206.1269T15.7|-13C|@M233.1185T15.7|-(CO)
M206.1269T15.7	c18acqui			0.230664642382651	0.961809149224792	0	-0.113377976381607	0.93776834671499	0	0.215171386643494	0.955666313254591	0	-0.343189141376993	0.542640137476012	0	E	E	E	E	E	E	NA		M206T943	206.126923177577	943.427715610884	[85][M+1]-		135	30	@M205.1234T15.7|+13C|@M234.1259T15.7|-(CO)|@M325.2174T15.7|-(NC3H9)-(CH3COOH)
M233.1185T15.7	c18acqui			0.412521776683516	0.913615453369234	0	-0.0365978556675959	0.995781190707332	0	0.360607621615745	0.927377543721077	0	-0.382886745745523	0.427559877396345	0	E	E	E	E	E	E	NA		M233T943	233.118466280782	943.206605320416		[M-H]- 234.126	135	30	@M205.1234T15.7|+(CO)
M234.1259T15.7	c18acqui			0.337715103574114	0.939097959574013	0	-0.119533439732345	0.939118364383462	0	0.55547877687053	0.919153722729841	0	-0.391133717252906	0.462678913061436	0	E	E	E	E	E	E	NA		M234T943	234.125949860521	943.166100386682			135	30	@M206.1269T15.7|+(CO)
M343.2278T15.7	c18acqui			0.357429757679807	0.939097959574013	0	-0.155219830413042	0.922058519773818	0	0.42689202458261	0.927377543721077	0	-0.371471513761833	0.552631531380334	0	E	E	E	E	E	E	NA		M343T943	343.227821663885	943.085927485344	[218][M]-	[M-H]- 344.236	135	30	@M281.2275T15.7|+(H2O)+(CO2)|@M325.2174T15.7|+(H2O)|@M344.2313T15.7|-13C|@M345.2343T15.7|-18O|-13C2|@M411.2153T15.7|-(HCOONa)
M163.1128T15.9	c18acqui			0.423403733469288	0.898980986668887	0	0.0557294279761997	0.932867201212701	0	0.577103159443393	0.827228217284941	0	-0.223236210306606	0.629993899834109	0	E	E	E	E	E	E	NA		M163T952	163.112849808759	951.680678826546			41	31	@M180.1112T15.9|-(OH.)|@M207.1026T15.9|-(CO2)
M179.1077T15.9	c18acqui			0.40897222409872	0.898980986668887	0	-0.0418145060455135	0.990889627808362	0	0.692080465447798	0.702387258941106	0	-0.210920256278039	0.635354933606273	0	E	E	E	E	E	E	NA		M179T952	179.107731474753	951.679791769128	[61][M]-		41	31	@M180.1112T15.9|-13C|@M207.1026T15.9|-(CO)
M208.1093T15.9	c18acqui			0.369155415846663	0.910000147712952	0	0.209519294666542	0.758416004635354	0	0.554594599721064	0.900715710407348	0	0.0296949771275941	0.992417642891142	0	E	E	E	E	E	E	NA		M208T952	208.109278527418	951.648555784794			41	31	@M207.1026T15.9|+13C
M245.0124T8.6	c18acqui			0.417547948237091	0.910000147712952	0	1.37042934933966	0.0720731491734476	0	0.398147793827063	0.960500310350685	0	0.968652653953008	0.30899675313516	0	E	E	E	E	E	E	NA		M245T515	245.012418962696	514.960044687685	[111][M]-	[M+Cl]- 210.046	200	32	@M165.0557T8.6|+(SO3)|@M246.0157T8.6|-13C
M167.021T1.2_2	c18acqui			0.0105315777443913	0.991231733183086	0	-0.456586102885304	0.242918700889429	0	-0.302383620075627	0.921104276243884	0	-0.65444859385121	0.0399235430593571	1	E	E	E	E	E	E	NA		M167T71_2	167.02102952855	71.1816414550098	[54][M]-		8	33	@M168.0239T1.2|-13C|@M169.0254T1.2|-18O|-13C2
M211.0976T11.2	c18acqui			-0.174141907729444	0.910000147712952	0	-0.122246044533821	0.708057782521285	0	-0.164835312244625	0.938090403505687	0	-0.208305058275156	0.502615246712938	0	E	E	E	E	E	E	NA		M211T671	211.097587166502	670.69159170204			1575	34	@M167.1078T11.2|+(CO2)
M181.966T0.9	c18acqui			0.134289020832185	0.886948091841851	0	-0.10172015584655	0.62433311159104	0	0.239691087406404	0.690906405755556	0	-0.222927897566715	0.102201891539182	0	E	E	E	E	E	E	NA		M182T52	181.965976576972	52.380349636647			33	35	@M183.9629T0.9|-34S|-41K|-37Cl
M187.0976T9.9	c18acqui	Azelaic acid	CHEBI:48131	0.0516640697081225	0.958620549769617	0	0.225105878125815	0.225470323531281	0	0.161533591110285	0.919153722729841	0	0.109770025025796	0.556537988987878	0	E	E	E	E	E	E	2	a,b	M187T596	187.097587203114	595.550688226469	[70][M]-	[M-H]- 188.106	107	36	@M188.101T9.9|-13C
M191.0197T1.2	c18acqui			0.353749936107214	0.453831139482918	0	0.0696511016038421	0.660241931245486	0	0.040302290051951	0.964120173982786	0	-0.209015858136151	0.26077830573315	0	E	E	E	E	E	E	NA		M191T71	191.019734855632	71.2595850720204	[74][M]-		8	37	@M192.0232T1.2|-13C
M203.0826T7.3	c18acqui	peptide		-0.0250251915680071	0.982884644720179	0	0.964474806009163	0.00591131759639012	1	-0.0461718286091362	0.981618493616778	0	0.721080892460069	0.0804854277955961	0	E	E	E	E	E	E	3	b,c	M203T441	203.082578310011	440.831244137212	[82][M]-	[M-H]- 204.09	195	38	@M204.0858T7.3|-13C
M213.0857T0.8	c18acqui			-0.165171560687975	0.831577774434657	0	0.351629073115442	0.0201517869086928	1	0.080508551721147	0.955666313254591	0	0.527292534074775	0.000155464175443271	1	E	E	E	E	E	E	4		M213T46	213.085663586343	46.30018068445	[91][M]-	[M+Cl+NaCOOH]- 110.13	139	39	@M349.0606T0.8|-2(HCOONa)
M281.0731T0.8	c18acqui			-0.0970718466997216	0.937277311573367	0	0.423830198440236	0.00236548846858281	1	0.0704220778369269	0.961446668850632	0	0.574254839244656	6.12292866704288e-05	1	E	E	E	E	E	E	NA		M281T47	281.073102491517	47.0790383046635		[M-H]- 282.08	18	39	@M349.0606T0.8|-(HCOONa)|@M417.048T0.8|-2(HCOONa)
M417.048T0.8	c18acqui			-0.13505883674843	0.898980986668887	0	0.505085817118756	0.000470761869854245	1	0.00991559983317103	0.99181225481747	0	0.58678423492797	4.23054277387363e-05	1	E	E	E	E	E	E	4		M417T47	417.048048657936	47.2290521741912	[256][M]-	[M-H+NaCOOH]- 350.068	18	39	@M281.0731T0.8|+2(HCOONa)|@M349.0606T0.8|+(HCOONa)|@M485.0354T0.8|-(HCOONa)|@M553.0227T0.8|-2(HCOONa)
M485.0354T0.8	c18acqui			-0.222570116951481	0.726512739155746	0	0.439233321600858	0.00141792679038114	1	-0.0175222851585222	0.961751785219567	0	0.570670229244934	2.42259536475991e-05	1	E	E	E	E	E	E	4		M485T47	485.035416956192	47.1281506047621	[288][M]-		18	39	@M349.0606T0.8|+2(HCOONa)|@M417.048T0.8|+(HCOONa)|@M553.0227T0.8|-(HCOONa)|@M621.0103T0.8|-2(HCOONa)
M553.0227T0.8	c18acqui			-0.11065449907889	0.918463075479133	0	0.431296834010086	0.00422460530247283	1	0.0436466572972289	0.987683317585824	0	0.568086658251387	7.18056376827425e-05	1	E	E	E	E	E	E	4		M553T47	553.022728466703	47.2036274899055	[350][M]-		18	39	@M417.048T0.8|+2(HCOONa)|@M485.0354T0.8|+(HCOONa)|@M621.0103T0.8|-(HCOONa)|@M688.9976T0.8|-2(HCOONa)
M621.0103T0.8	c18acqui			-0.190760561481429	0.744056428493416	0	0.493736771276829	0.000526089419554591	1	-0.0164078990871204	0.961751785219567	0	0.601584664097695	2.42259536475991e-05	1	E	E	E	E	E	E	4		M621T47	621.010287178245	47.1881026410738	[421][M]-		18	39	@M485.0354T0.8|+2(HCOONa)|@M553.0227T0.8|+(HCOONa)|@M688.9976T0.8|-(HCOONa)|@M756.9852T0.8|-2(HCOONa)
M688.9976T0.8	c18acqui			-0.182632673247062	0.744056428493416	0	0.449097547166293	0.000894120983936151	1	-0.00595575399887416	0.967872522902996	0	0.622299819141681	5.64602831555342e-06	1	E	E	E	E	E	E	4		M689T47	688.997568668853	47.1656715207964	[476][M]-	[M+Cl]- 654.02	18	39	@M553.0227T0.8|+2(HCOONa)|@M621.0103T0.8|+(HCOONa)|@M756.9852T0.8|-(HCOONa)|@M824.9726T0.8|-2(HCOONa)
M756.9852T0.8	c18acqui			-0.167171923972971	0.831577774434657	0	0.498631282361313	0.000450423908256578	1	-0.0383708856424079	0.955666313254591	0	0.574420556037401	3.85813592756246e-05	1	E	E	E	E	E	E	4		M757T47	756.985187048206	47.134985661814	[510][M]-	[M+Cl+NaCOOH]- 654.02	18	39	@M621.0103T0.8|+2(HCOONa)|@M688.9976T0.8|+(HCOONa)|@M824.9726T0.8|-(HCOONa)|@M892.9605T0.8|-2(HCOONa)
M824.9726T0.8	c18acqui			-0.122322677492567	0.898493025056506	0	0.479166156590379	6.85429335650599e-05	1	-0.0367021288458318	0.955666313254591	0	0.612912000796069	5.5066576881816e-06	1	E	E	E	E	E	E	4		M825T47	824.97257563131	47.184186502803	[548][M]-		18	39	@M688.9976T0.8|+2(HCOONa)|@M756.9852T0.8|+(HCOONa)|@M825.9759T0.8|-13C|@M892.9605T0.8|-(HCOONa)|@M960.9476T0.8|-2(HCOONa)
