variableMetadata	set	gene	chromato	name	chebi_id	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M250.0947T100.23	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M250T100	250.094743379631	100.225267188064	[328][M]+	[M+H]+ 249.095	45	185	@M251.0979T100.21|-13C	2.37170532703427	1.01757706469446e-05	1	-0.741150611146566	0.314612951589472	0	2.10288030439424		0
M418.6971T235.43	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M419T235	418.697122436817	235.430308764954		[M+K]+ 379.727	3101	NA		-2.03028773958185	1.01757706469446e-05	1	0.0627650220867277	0.900577786305082	0	2.04695131800125		0
M572.5245T194.66	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M573T195	572.524512496247	194.655236034852			2350	NA		1.91705812299009	1.17620818104288e-05	1	0.28856113580232	0.385668259669802	0	2.09078595687874		0
M303.6859T238.7	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M304T239	303.68589800059	238.700848426785			1847	NA		-1.54875987512822	1.18033994355231e-05	1	0.126262592340014	0.977304376566821	0	2.02778988939731		0
M523.4929T338.95_2	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M523T339_2	523.492875528797	338.953043596283		[M+Na]+ 500.499	85	NA		-2.1047537456121	1.1810546069299e-05	1	0.0656221746029573	0.902398895397912	0	2.04331331367266		0
M278.1579T161.76_1	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M278T162_1	278.157897349947	161.755972185074		[M+2K-H]+ 201.236	9	NA		-3.17425648921185	1.22693561661077e-05	1	0.0486105321867569	0.864873188592348	0	2.06218950165916		0
M623.2618T52.89	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M623T53	623.261754539603	52.8922440201802	[1263][M+1]+		4	539	@M461.2083T52.84|+(C6H10O5)|@M622.2584T52.9|+13C|@M624.2637T52.82|-13C|-15N|@M785.3155T52.96|-(C6H10O5)	-1.33694448729588	1.22693561661077e-05	1	0.312856803624765	0.544648005651893	0	2.10978791717468		0
M679.8703T275.65_1	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M680T276_1	679.870253161754	275.645240306915	[1318][M]2+		90	757	@M680.372T275.72_3|-13Cdb	-2.38413537356793	1.27267434017211e-05	1	0.680184637861494	0.392433004500882	0	1.99949917829173		0
M337.1646T299.91	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M337T300	337.164637346996	299.914557914363			8	NA		2.01601255745708	1.27267434017211e-05	1	-0.0413761238260921	0.879061955487702	0	1.98094712795773		0
M426.8958T272.88_2	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M427T273_2	426.89581988821	272.878293408097		[3M+Na+2K]3+ 393.247	77	NA		-1.78727692339871	1.27267434017211e-05	1	0.577313352595221	0.301810579849455	0	2.03615852577516		0
M317.1553T157.02	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M317T157	317.155288630755	157.020706571009	[537][M+1]+		82	NA		-1.59893350040008	1.29841213306791e-05	1	-0.106821773152953	0.632106230877627	0	1.92041267282163		0
M201.0168T53.09	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M201T53	201.016792582648	53.0884669071547			4	NA		2.16133462467349	1.43071058791952e-05	1	-0.7570286531584	0.251168748961788	0	2.04491735406262		0
M830.9592T377.55_4	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M831T378_4	830.959212610963	377.547590983212	[1463][M+1]2+		64	NA		-1.04587025659611	1.4954029517575e-05	1	-0.192473195961201	0.319029438562984	0	1.842267648134		0
M680.1212T275.87_2	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M680T276_2	680.121231750257	275.871500899155			90	NA		-2.23589493851401	1.55532942530747e-05	1	0.550581049709116	0.513171531283231	0	2.04633410349346		0
M436.4118T338.88	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M436T339	436.411755865441	338.883509704166			85	NA		-2.11399376328342	1.55532942530747e-05	1	0.0359837594185493	0.870981347684005	0	2.03086431765126		0
M324.0606T50.45	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M324T50	324.060578539127	50.447570000605	[559][M]+	[M+H]+ 323.056	4	NA		0.647633917029935	1.55532942530747e-05	1	-0.385385483995879	0.01618098992574	1	2.03832374700324		0
M172.0572T44.36	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M172T44	172.057240094329	44.3565744206622	[131][M+1]+		4	21	@M134.1012T41.87|+K|@M171.0538T44.26|+13C	-0.855722589624705	1.60372685977375e-05	1	0.242501961216743	0.409110878444333	0	2.02455517195958		0
