variableMetadata	chromato	name	chebi_id	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M150.0589T61.54_2	c18hyper	L-Methionine;Methionine|S-Ethyl-L-cysteine|D-Penicillamine	CHEBI:16643|CHEBI:7959	C00073|C07418	Amino acid metabolism|Metabolism of other amino acids|Miscellaneous	Cysteine and Methionine|Glutathione metabolism|Miscellaneous	Methionine|Others|R-S-Glutathione|Miscellaneous	HMDB00696|HMDB14997	CID6137|CID92185|CID5852	C5H11NO2S	149.0511	FFEARJCKVFRZRR-BYPYZUCNSA-N|ULXKXLZEOGLCRJ-BYPYZUCNSA-N|VVNCNSJFMMFHPL-VKHMYHEASA-N	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2S/c1-2-9-3-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)/t3-/m0/s1	M150T62_2	150.058911198217	61.5411129437117	[96][M]+	[M+H-NH3]+ 166.07	26	9	@M104.0533T61.57|+(HCOOH)|+(H2O-CO)|@M133.0323T61.57|+(NH3)|+NH3|@M151.0621T61.56|-13C|@M152.0545T61.57|-34S|-41K|-37Cl|@M153.0579T61.54|-13C-37Cl|-13C-34S
M104.1076T48.2_2	c18hyper										NA			M104T48_2	104.10756966333	48.1999800693508	[29][M]+		1190	10	@M105.1109T48.28|-13C
M106.0376T293.01	c18hyper										NA			M106T293	106.037588895406	293.005275601872	[30][M+1]+		84	11	@M181.0698T293.12|-(C2H5NO2)
M180.0665T293.16	c18hyper	Hippuric acid;N-benzoylglycine	CHEBI:18089	C01586	Amino acid metabolism	Phenylalanine metabolism	Other	HMDB00714	CID464	C9H9NO3	179.05824	QIAFMBKCNZACKA-UHFFFAOYSA-N	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	M180T293	180.066509177349	293.155023932837	[143][M]+	[M+H]+ 179.059	84	11	@M181.0698T293.12|-13C|@M182.0708T293.01|-18O|-13C2|@M202.0485T293.06|-Na|@M224.0305T293.01|-2Na
M291.057T293.01	c18hyper										NA			M291T293	291.057047763413	293.013200629958		[3M+2Na-H]+ 82.0396	84	11	@M202.0485T293.06|+(C2H3NO3)
M296.0725T293.13	c18hyper										NA			M296T293	296.072499066287	293.130399937138		[M+Na]+ 273.082	84	11	@M181.0698T293.12|+(H3PO4)+(NH3)|@M342.0783T293.09|-(HCOOH)|-(H2O-CO)
M342.0783T293.09	c18hyper										NA			M342T293	342.07832337921	293.093267660105		[M+Na+HCOOH]+ 273.082	84	11	@M296.0725T293.13|+(HCOOH)|+(H2O-CO)
M190.0178T90.48	c18hyper										NA			M190T90	190.01776467894	90.4782310521333	[166][M]+		2791	12	@M110.0607T90.4|+(SO3)|@M191.0211T89.92|-13C|@M192.0135T89.97|-34S|-41K|-37Cl|@M211.9999T90.34|-Na
M146.1657T41.22	c18hyper	Spermidine	CHEBI:16610	C00315	Amino acid metabolism|Metabolism of other amino acids	Aginine and Proline metabolism|beta-Alanine metabolism|Glutathione metabolism	Pustrescine|beta-Alanine|Spermidine	HMDB01257	CID1102	C7H19N3	145.1579	ATHGHQPFGPMSJY-UHFFFAOYSA-N	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	M146T41	146.165736391266	41.218761006438			103	13	@M112.1127T37.63|+2(NH3)
M160.134T309.56	c18hyper										NA			M160T310	160.134036377963	309.557110681261	[116][M]+		80	14	@M114.1285T309.53|+(HCOOH)|+(H2O-CO)|@M161.1374T309.51|-13C
M118.0869T54.62_2	c18hyper	Isopentyl nitrite;Isoamyl nitrite|L-Valine;Valine|5-Aminopentanoic acid;5-Aminovaleric acid	CHEBI:2691|CHEBI:16414|CHEBI:15887	C07457|C00183|C00431	Amino acid metabolism	Aginine and Proline metabolism|Lysine degradation|Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation	D-Proline|Others|Valine	HMDB01382|HMDB00883|HMDB03355	CID8053|CID6287|CID138	C5H11NO2	117.079	OWFXIOWLTKNBAP-UHFFFAOYSA-N|KZSNJWFQEVHDMF-BYPYZUCNSA-N|JJMDCOVWQOJGCB-UHFFFAOYSA-N	InChI=1S/C5H11NO2/c1-5(2)3-4-8-6-7/h5H,3-4H2,1-2H3|InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)	M118T55_2	118.086890366058	54.6208955410706	[50][M]+	[M+H-CO]+ 145.082 [M+H-C6H10O5]+ 279.133	33	15	@M119.0902T54.69|-13C|@M120.091T54.67|-18O|-13C2
M138.0556T327.48	c18hyper	Salicylamide	CHEBI:32114					HMDB15687	CID5147	C7H7NO2	137.04768	SKZKKFZAGNVIMN-UHFFFAOYSA-N	InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)	M138T327	138.055605746199	327.482226327692	[77][M]+	[M+2Na-H]+ 93.0858	28	16	@M120.0451T327.69|+(H2O)|@M139.059T327.51|-13C
M166.0507T136.28	c18hyper										NA			M166T136	166.050686796998	136.284592923578		[M+K+HCOOH]+ 81.082 [M+Na+HCOOH]+ 97.0559 [M+H+HCOOH]+ 119.038	3193	17	@M120.0451T136.28|+(HCOOH)|+(H2O-CO)
M120.0816T358.05	c18hyper										NA			M120T358	120.081555956543	358.053278760545			107	18	@M162.0922T358.1|-(C2H2O)
M190.0873T358.21	c18hyper										NA			M190T358	190.087254170249	358.208196084268		[M+H-H20]+ 207.091	107	18	@M162.0922T358.1|+(CO)
M121.0845T114.03	c18hyper										NA			M121T114	121.084460304734	114.031621725783	[53][M+1]+		6	19	@M120.0811T114.05|+13C|@M167.0898T114.07_6|-(HCOOH)|-(H2O-CO)
M166.0866T114.06_8	c18hyper	L-Phenylalanine;Phenylalanine	CHEBI:17295	C00079	Amino acid metabolism	Phenylalanine metabolism|Phenylalanine, Tyrosine and Tryptophan biosynthesis	Phenylalanine	HMDB00159	CID6140	C9H11NO2	165.07898	COLNVLDHVKWLRT-QMMMGPOBSA-N	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	M166T114_8	166.086630723806	114.064852814742	[123][M]+	[M+K]+ 127.132 [M+H+NH3]+ 148.054	6	19	@M120.0811T114.05|+(HCOOH)|+(H2O-CO)|@M131.0495T114.05_1|+(H2O)+(NH3)|@M149.06T114.05|+(NH3)|+NH3|@M167.0898T114.07_6|-13C
M121.0725T49.96	c18hyper										NA			M121T50	121.07252955985	49.9639627147923	[54][M]+		1197	20	@M122.0759T50.12|-13C|@M123.0768T50.04|-18O|-13C2
M121.975T47.9	c18hyper										NA			M122T48	121.974976775502	47.9003809759464			1198	21	@M123.972T47.9|-34S|-41K|-37Cl
M123.0558T58.58	c18hyper	Nicotinamide;Niacinamide;Vitamin PP;Vitamin B3	CHEBI:17154	C00153	Metabolism of cofactors and vitamins	Nicotinate and Nicotinamide metabolism	NAD+	HMDB01406	CID936	C6H6N2O	122.04801	DFPAKSUCGFBDDF-UHFFFAOYSA-N	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	M123T59	123.055842007181	58.579722063129	[57][M]+		53	22	@M124.0592T58.58|-13C
M126.0666T198.93	c18hyper										NA			M126T199	126.066617346401	198.927636779605		[M+2H-H20]2+ 268.124	13	23	@M127.0744T199.01|-13C|@M128.0822T199.1_2|-(H2)|@M144.0769T198.79_5|-(H2O)
M127.0507T111.44	c18hyper	Thymine	CHEBI:17821	C00178	Nucleotide metabolism	Pyrimidine metabolism	Thymidine	HMDB00262	CID1135	C5H6N2O2	126.04293	RWQNBRDOKXIBIV-UHFFFAOYSA-N	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	M127T111	127.050725112518	111.444787522299		[M+Na+NH3]+ 87.033	6	24	@M243.0982T111.48|-(C5H8O3)
M129.0189T63.2_1	c18hyper										NA			M129T63_1	129.018874703301	63.1950428439327		[2M+3H]3+ 192.027	26	25	@M147.0294T63.16_1|-(H2O)|@M175.0244T63.07|-(HCOOH)|-(H2O-CO)|@M193.035T63.11|-(H2O)-(HCOOH)
M147.0294T63.16_1	c18hyper										NA			M147T63_1	147.029441538402	63.1630348654508		[M+H-HCOOH]+ 192.027	26	25	@M129.0189T63.2_1|+(H2O)|@M175.0244T63.07|-(CO)|@M193.035T63.11|-(HCOOH)|-(H2O-CO)
M175.0244T63.07	c18hyper										NA			M175T63	175.024406749524	63.0725530759421	[136][M]+	[M+H-H20]+ 192.027	26	25	@M129.0189T63.2_1|+(HCOOH)|+(H2O-CO)|@M147.0294T63.16_1|+(CO)|@M176.0277T63.25|-13C|@M193.035T63.11|-(H2O)
M176.0277T63.25	c18hyper										NA			M176T63	176.027732128274	63.2521634532112	[136][M+1]+		26	25	@M175.0244T63.07|+13C
M194.0384T63.11	c18hyper										NA			M194T63	194.038400282004	63.1094577778671	[174][M+1]+		26	25	@M193.035T63.11|+13C
M215.017T62.99	c18hyper										NA			M215T63	215.016992060666	62.9923561087437	[220][M]+	[M+Na]+ 192.027	26	25	@M193.035T63.11|+Na|@M216.0203T63|-13C|@M217.0211T62.94|-18O|-13C2
M130.0505T65.44	c18hyper	L-Pyroglutamic acid;L-5-Oxoproline;5-Oxo-L-proline|D-Pyroglutamic acid;5-oxo-D-proline	CHEBI:18183|CHEBI:16924	C01879|C02237	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism|Glutathione metabolism	D-Glutamate|L-Cysteine	HMDB00267	CID7405|CID439685	C5H7NO3	129.0426	ODHCTXKNWHHXJC-VKHMYHEASA-N|ODHCTXKNWHHXJC-GSVOUGTGSA-N	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1|InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m1/s1	M130T65	130.050505178278	65.4441797959106	[61][M]+	[M+H]+ 129.043	18	26	@M131.0538T65.41|-13C|@M132.0546T65.32|-18O|-13C2
M189.0744T229.82	c18hyper										NA			M189T230	189.074421951636	229.815321473535	[160][M+1]+		8	27	@M130.0656T229.91|+(CH3COO.)|@M188.0711T229.82|+13C|@M206.1008T229.84_3|-(NH3)|-NH3
M204.0902T229.84_11	c18hyper										NA			M204T230_11	204.090200443802	229.840426159231	[197][M]2+	[M+H+Na]2+ 384.182	8	27	@M205.0977T229.84_4|-13C|@M206.1008T229.84_3|-13C2|@M207.1043T229.83_12|-13C3|@M221.0924T229.84|-(OH.)
M205.0977T229.84_4	c18hyper	Tryptophan|L-Tryptophan	CHEBI:27897|CHEBI:16828	C00806|C00078	Amino acid metabolism	Tryptophan metabolism	Tryptophan	HMDB30396|HMDB00929	CID1148|CID6305	C11H12N2O2	204.0899	QIVBCDIJIAJPQS-UHFFFAOYSA-N|QIVBCDIJIAJPQS-VIFPVBQESA-N	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)|InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1	M205T230_4	205.097700050637	229.840763896443	[201][M]+	[M+H]+ 204.09	8	27	@M130.0656T229.91|+(C2H5NO2)|@M159.0921T229.87|+(HCOOH)|+(H2O-CO)|@M188.0711T229.82|+(NH3)|+NH3|@M204.0902T229.84_11|+13C|@M206.1008T229.84_3|-13C|@M207.1043T229.83_12|-18O|-13C2|@M208.104T230.27_7|-13C3|-13C-18O
M221.0924T229.84	c18hyper										NA			M221T230	221.092382486067	229.835350679528			8	27	@M130.0656T229.91|+(C2H5NO3)|@M159.0921T229.87|+(H2O)+(CO2)|@M204.0902T229.84_11|+(OH.)
M189.079T443.71	c18hyper										NA			M189T444	189.07897776112	443.710043413816			1874	28	@M190.0869T444.83|-13C|@M191.0902T444.77|-13C2|-(H2)
M190.0869T444.83	c18hyper	Indole-3-propionic acid;3-Indolepropionic acid|Methyl indole-3-acetate;Indole-3-acetic acid methyl ester;Methyl (indol-3-yl)acetate	CHEBI:43580|CHEBI:72782	C20635	Amino acid metabolism	Tryptophan metabolism	Indole	HMDB02302|HMDB29738	CID3744|CID74706	C11H11NO2	189.079	GOLXRNDWAUTYKT-UHFFFAOYSA-N|KTHADMDGDNYQRX-UHFFFAOYSA-N	InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)|InChI=1S/C11H11NO2/c1-14-11(13)6-8-7-12-10-5-3-2-4-9(8)10/h2-5,7,12H,6H2,1H3	M190T445	190.086895942449	444.825369428226	[167][M]+		1875	28	@M130.0657T444.46|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M172.0763T444.45|+(H2O)|@M189.079T443.71|+13C|@M191.0902T444.77|-13C
M132.0532T387.55	c18hyper										NA			M132T388	132.053199135004	387.547696383732	[64][M+1]+		510	29	@M131.0499T387.55|+13C
M206.0821T387.66	c18hyper	N-Cinnamoylglycine;Cinnamoylglycine|5-Methoxyindoleacetic acid|Indolelactic acid;Indole-3-lactic acid	CHEBI:68616|CHEBI:24813	C05660|C02043	Amino acid metabolism|Lipid metabolism	Tryptophan metabolism|Fatty acids	Hydroxytryptophan|Tryptamine|Acylglycine	HMDB11621|HMDB04096|HMDB00671	CID709625|CID18986|CID92904	C11H11NO3	205.0739	YAADMLWHGMUGQL-VOTSOKGWSA-N|COCNDHOPIHDTHK-UHFFFAOYSA-N|XGILAAMKEQUXLS-UHFFFAOYSA-N	InChI=1S/C11H11NO3/c13-10(12-8-11(14)15)7-6-9-4-2-1-3-5-9/h1-7H,8H2,(H,12,13)(H,14,15)/b7-6+|InChI=1S/C11H11NO3/c1-15-8-2-3-10-9(5-8)7(6-12-10)4-11(13)14/h2-3,5-6,12H,4H2,1H3,(H,13,14)|InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)	M206T388	206.082129852331	387.661591612689			537	29	@M131.0499T387.55|+(C2H5NO2)
M132.0451T326.65	c18hyper										NA			M132T327	132.045082198566	326.653186061328		[M+K]+ 93.0858	28	30	@M133.0529T326.65|-13C|@M150.0557T326.9|-(H2O)|@M266.1019T327.41_2|-(C5H10O4)
M134.0607T326.57	c18hyper	5-Hydroxyindole			Amino acid metabolism	Tryptophan metabolism	Indole	HMDB59805	CID16504	C8H7NO	133.05276	LMIQERWZRIFWNZ-UHFFFAOYSA-N	InChI=1S/C8H7NO/c10-7-1-2-8-6(5-7)3-4-9-8/h1-5,9-10H	M134T327	134.060732075025	326.569298924081			28	30	@M133.0529T326.65|+13C|@M266.1019T327.41_2|-(C5H8O4)
M150.0557T326.9	c18hyper										NA			M150T327	150.055688534834	326.895003862076			1040	30	@M132.0451T326.65|+(H2O)|@M133.0529T326.65|+(OH.)
M249.1035T326.23	c18hyper										NA			M249T326	249.103458806273	326.225685491784	[295][M+2]+		1068	30	@M247.0878T326.51|+(H2)|@M266.1019T327.41_2|-(OH.)
M264.0906T326.07	c18hyper										NA			M264T326	264.090586231237	326.070126149287			1073	30	@M247.0878T326.51|+(OH.)|@M265.0984T326.69|-13C|@M266.1019T327.41_2|-13C2|-(H2)
M265.0984T326.69	c18hyper										NA			M265T327	265.09836663251	326.692014920804	[344][M]+		1074	30	@M133.0529T326.65|+(C5H8O4)|@M247.0878T326.51|+(H2O)|@M264.0906T326.07|+13C|@M266.1019T327.41_2|-13C
M132.0452T262.73	c18hyper										NA			M132T263	132.045195612204	262.725496910932		[M+H-H20]+ 149.05	4373	31	@M150.056T261.97|-(H2O)
M133.0978T41.97	c18hyper	Ornithine;L-Ornithine	CHEBI:15729	C00077	Amino acid metabolism|Metabolism of other amino acids	Aginine and Proline metabolism|Aginine biosynthesis|Glutathione metabolism	L-Proline|Urea cylcle|Spermidine	HMDB00214	CID6262	C5H12N2O2	132.08988	AHLPHDHHMVZTML-BYPYZUCNSA-N	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1	M133T42	133.097765701688	41.9738967950525	[72][M]+	[M+H]+ 132.094	49	32	@M155.0797T43.82|-Na|@M177.0617T43.82_2|-2Na
M245.0494T43.38	c18hyper										NA			M245T43	245.049359650845	43.3770925274995			49	32	@M177.0617T43.82_2|+(HCOONa)|@M381.0248T43.37|-2(HCOONa)
M381.0248T43.37	c18hyper										NA			M381T43	381.024785553686	43.3701285827015			49	32	@M245.0494T43.38|+2(HCOONa)|@M517.0001T43.36|-2(HCOONa)
M517.0001T43.36	c18hyper										NA			M517T43	517.000115508016	43.3621358183135		[M+H-CO]+ 543.987 [M+H-CO]+ 543.987	49	32	@M381.0248T43.37|+2(HCOONa)|@M652.9751T43.3|-2(HCOONa)
