variableMetadata	chromato	name	chebi_id	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M242.0007T39.83	c18hypersil													M242T40	242.000691162612	39.8322796255715	[306][M]+	[M+Na]+ 219.006	10	6	@M200.9739T39.59|+(CH3CN)|+(C2H3N)|@M223.99T39.61|+(H2O)|@M243.0012T39.83|-13C|-15N|@M243.9982T39.72|-34S|-41K|-37Cl
M243.0012T39.83	c18hypersil													M243T40	243.001234909862	39.8261411256858	[306][M+1]+		497	6	@M224.9906T39.61|+(H2O)|@M242.0007T39.83|+13C|+15N|@M243.9982T39.72|-15N
M243.9982T39.72	c18hypersil													M244T40	243.998237583142	39.7198817188393	[306][M+2]+		10	6	@M225.9873T39.56|+(H2O)|@M242.0007T39.83|+34S|+41K|+37Cl|@M243.0012T39.83|+15N
M265.0168T39.68	c18hypersil													M265T40	265.016817727134	39.6825123478677	[369][M]+	[3M+H]+ 88.0028	10	6	@M223.99T39.61|+(CH3CN)|+(C2H3N)|@M266.0172T39.66|-13C|-15N|@M267.0143T39.61|-34S|-41K|-37Cl
M266.0172T39.66	c18hypersil													M266T40	266.01720505135	39.6570092462135	[369][M+1]+		10	6	@M218.9846T39.66|+(CH5NO)|@M224.9906T39.61|+(CH3CN)|+(C2H3N)|@M265.0168T39.68|+13C|+15N|@M267.0143T39.61|-15N
M267.0143T39.61	c18hypersil													M267T40	267.014314851767	39.6145916635373	[369][M+2]+		10	6	@M224.9906T39.61|+(CH2N2)|@M225.9873T39.56|+(CH3CN)|+(C2H3N)|@M265.0168T39.68|+34S|+41K|+37Cl|@M266.0172T39.66|+15N
M97.0291T50.96	c18hypersil													M97T51	97.0290655272779	50.9585419075674			4	7	@M127.0396T51.09|-(CH2O)
M145.0502T51.07	c18hypersil													M145T51	145.050230310747	51.0654457445448	[85][M]+		4	7	@M127.0396T51.09|+(H2O)|@M163.0608T50.91|-(H2O)
M164.0642T51.25	c18hypersil													M164T51	164.064164943599	51.2457922697345	[118][M+1]+		4	7	@M163.0608T50.91|+13C
M101.0604T135.21	c18hypersil													M101T135	101.060436200998	135.209741235207			75	8	@M119.0711T135.12|-(H2O)
M102.092T100.1	c18hypersil													M102T100	102.091975698806	100.097622252888	[24][M]+		45	9	@M103.0953T100.13_1|-13C
M120.1026T45.83	c18hypersil													M120T46	120.102613845132	45.8301762580923	[49][M]+	[M+H-C2H4]+ 147.121	4	10	@M102.092T45.83|+(H2O)|@M121.1059T45.74|-13C
M150.059T61.3	c18hypersil	L-Methionine;Methionine|D-Penicillamine	CHEBI:16643|CHEBI:7959	C00073|C07418	Amino acid metabolism|Miscellaneous	Cysteine and Methionine|Miscellaneous	Methionine|Miscellaneous	HMDB00696|HMDB14997	CID6137|CID5852	C5H11NO2S	149.0511	FFEARJCKVFRZRR-BYPYZUCNSA-N|VVNCNSJFMMFHPL-VKHMYHEASA-N	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)/t3-/m0/s1	M150T61	150.059027580508	61.2991141872277	[97][M]+		3	11	@M104.0535T61.28|+(HCOOH)|+(H2O-CO)|@M133.0325T61.21|+(NH3)|+NH3|@M151.0623T61.21|-13C|@M152.0551T61.53_1|-34S|-41K|-37Cl
M192.0701T250.54	c18hypersil	N-Acetyl-L-methionine|N-Acetyl-D-penicillamine;N-Acetylpenicillamine	CHEBI:21557|CHEBI:61198	C02712	Amino acid metabolism	Cysteine and Methionine	Others	HMDB11745	CID448580|CID65532	C7H13NO3S	191.0616	XUYPXLNMDZIRQH-LURJTMIESA-N|MNNBCKASUFBXCO-YFKPBYRVSA-N	InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)/t6-/m0/s1|InChI=1S/C7H13NO3S/c1-4(9)8-5(6(10)11)7(2,3)12/h5,12H,1-3H3,(H,8,9)(H,10,11)/t5-/m0/s1	M192T251	192.070128167873	250.540902481779	[174][M]+		1738	12	@M104.0536T250.37|+(C3H4O3)|@M174.0594T250.17|+(H2O)|@M193.0735T250.53|-13C|@M194.0659T250.43|-34S|-41K|-37Cl|@M214.0522T250.66|-Na
M104.0713T48.24	c18hypersil	L-α-Aminobutyric acid;L-2-Aminobutyric acid|DL-3-Aminoisobutyric acid;3-Aminoisobutyric acid|2-Aminoisobutyric acid;2-Methylalanine|N,N-Dimethylglycine|γ-aminobutyric acid;GABA;Gamma-Aminobutyric Acid	CHEBI:35619|CHEBI:27389|CHEBI:27971|CHEBI:17724|CHEBI:16865	C02356|C05145|C03665|C01026|C00334	Amino acid metabolism|Carbohydrate metabolism	Aginine and Proline metabolism|Alanine, Aspartate and Glutamate|Cysteine and Methionine|Glycine, Serine and Threonine|Butanoate metabolism	Pustrescine|Glutamate|Cysteine|Glycine|L-Glutamate	HMDB00452|HMDB03911|HMDB01906|HMDB00092|HMDB00112	CID80283|CID64956|CID6119|CID673|CID119	C4H9NO2	103.0633	QWCKQJZIFLGMSD-VKHMYHEASA-N|QCHPKSFMDHPSNR-UHFFFAOYSA-N|FUOOLUPWFVMBKG-UHFFFAOYSA-N|FFDGPVCHZBVARC-UHFFFAOYSA-N|BTCSSZJGUNDROE-UHFFFAOYSA-N	InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1|InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)|InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)|InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)|InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)	M104T48	104.071278773891	48.2370818735754	[25][M]+	[M+H-CO2]+ 147.057	4	13	@M105.0746T48.28|-13C
M104.1076T46.63	c18hypersil													M104T47	104.107634326812	46.631981817552	[26][M]+		4	14	@M105.1109T46.54|-13C|@M106.1118T46.31|-18O|-13C2
M180.0667T291.35	c18hypersil	Hippuric acid;N-benzoylglycine	CHEBI:18089	C01586	Amino acid metabolism	Phenylalanine metabolism	Other	HMDB00714	CID464	C9H9NO3	179.05824	QIAFMBKCNZACKA-UHFFFAOYSA-N	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	M180T291	180.066708829414	291.346073375167	[150][M]+		33	15	@M105.0343T291.23|+(C2H5NO2)|@M181.07T291.27|-13C|@M202.0487T291.14|-Na
M129.0555T201.34	c18hypersil													M129T201	129.055464824302	201.336131669739	[61][M]+	[M+H-H20]+ 146.059	100	16	@M111.0449T201.27|+(H2O)|@M130.0588T201.41|-13C|@M147.066T201.28|-(H2O)
M148.0693T201.27	c18hypersil													M148T201	148.069337335218	201.267254827845	[91][M+1]+		100	16	@M147.066T201.28|+13C
M244.0939T49.17	c18hypersil	Cytidine	CHEBI:17562	C00475	Nucleotide metabolism	Pyrimidine metabolism	Cytidine	HMDB00089	CID6175	C9H13N3O5	243.08552	UHDGCWIWMRVCDJ-XVFCMESISA-N	InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1	M244T49	244.093880886413	49.1733483126949			4	17	@M112.0512T49.32|+(C5H8O4)|@M245.0973T50.03|-13C
M112.1127T37.23	c18hypersil													M112T37	112.112726732005	37.2272267247842	[35][M]+		10	18	@M113.1161T37.18|-13C|@M129.1393T37.37|-(NH3)|-NH3
M114.0385T63.87	c18hypersil													M114T64	114.038546045132	63.870637356276	[36][M+1]+		39	19	@M113.0352T63.84|+13C|@M246.0812T63.95|-(C5H8O4)
M245.0779T63.97	c18hypersil	Uridine|β-Pseudouridine	CHEBI:16704	C00299	Nucleotide metabolism	Pyrimidine metabolism	Others|Uridine	HMD00296|HMDB00767	CID6029|CID994335	C9H12N2O6	244.0695	DRTQHJPVMGBUCF-XVFCMESISA-N|PTJWIQPHWPFNBW-UHFFFAOYSA-N	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1|InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)	M245T64	245.077920628412	63.9657404877502	[316][M]+	[M+H-CH3]+ 259.102	39	19	@M113.0352T63.84|+(C5H8O4)|@M246.0812T63.95|-13C|@M247.0816T63.86|-18O|-13C2
M160.1343T308.61	c18hypersil													M160T309	160.134308231873	308.60685124077		[M+K+HCOOH]+ 75.1655 [M+Na+HCOOH]+ 91.1395 [M+H+HCOOH]+ 113.121	2640	20	@M114.1286T308.5|+(HCOOH)|+(H2O-CO)|@M161.1376T308.48|-13C
M133.0979T41.85	c18hypersil	Ornithine;L-Ornithine	CHEBI:15729	C00077	Amino acid metabolism|Metabolism of other amino acids	Aginine and Proline metabolism|Aginine biosynthesis|Glutathione metabolism	L-Proline|Urea cylcle|Spermidine	HMDB00214	CID6262	C5H12N2O2	132.08988	AHLPHDHHMVZTML-BYPYZUCNSA-N	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1	M133T42	133.097944127082	41.8528119534447	[72][M]+		34	21	@M115.0873T41.86|+(H2O)|@M134.1012T41.87|-13C|@M171.0538T44.26|-K|@M193.0359T43.47|-Na-K
M155.0798T43.68	c18hypersil													M155T44	155.07980376034	43.6779679405297		[M+H]+ 154.073 [M+H-CH2]+ 168.09	4	21	@M177.0618T43.34|-Na|@M193.0359T43.47|-K
M172.0572T44.36	c18hypersil													M172T44	172.057240094329	44.3565744206622	[131][M+1]+		4	21	@M134.1012T41.87|+K|@M171.0538T44.26|+13C
M177.0618T43.34	c18hypersil	Allantoic acid	CHEBI:30837	C00499	Nucleotide metabolism	Purine metabolism	Allantoin	HMDB01209	CID203	C4H8N4O4	176.05455	NUCLJNSWZCHRKL-UHFFFAOYSA-N	InChI=1S/C4H8N4O4/c5-3(11)7-1(2(9)10)8-4(6)12/h1H,(H,9,10)(H3,5,7,11)(H3,6,8,12)	M177T43	177.061849464208	43.3365213307779		[M+Na]+ 154.073	4	21	@M155.0798T43.68|+Na|@M261.0236T43.49|-(HCOOK)
M261.0236T43.49	c18hypersil													M261T43	261.023568901749	43.4935035823967		[M+K+NaCOOH]+ 154.073	4	21	@M177.0618T43.34|+(HCOOK)|@M193.0359T43.47|+(HCOONa)|@M344.9854T43.45|-(HCOOK)
M344.9854T43.45	c18hypersil													M345T43	344.985388930623	43.4518586367331	[615][M]+		4	21	@M193.0359T43.47|+(HCOOK)+(HCOONa)|@M261.0236T43.49|+(HCOOK)
M116.0714T49.41	c18hypersil	L-Proline;Proline	CHEBI:17203	C00148	Amino acid metabolism	Aginine and Proline metabolism	L-Proline	HMDB00162	CID145742	C5H9NO2	115.06333	ONIBWKKTOPOVIA-BYPYZUCNSA-N	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	M116T49	116.071400598242	49.4091810475788			4	22	@M117.0747T49.4_2|-13C
M118.087T52.18_2	c18hypersil	Isopentyl nitrite;Isoamyl nitrite|5-Aminopentanoic acid;5-Aminovaleric acid|L-Valine;Valine|Betaine;Glycine betaine	CHEBI:2691|CHEBI:15887|CHEBI:16414|CHEBI:17750	C07457|C00431|C00183|C00719	Amino acid metabolism	Aginine and Proline metabolism|Glycine, Serine and Threonine|Lysine degradation|Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation	D-Proline|Glycine|Others|Valine	HMDB01382|HMDB03355|HMDB00883|HMDB00043	CID8053|CID138|CID6287|CID247	C5H11NO2	117.079	OWFXIOWLTKNBAP-UHFFFAOYSA-N|JJMDCOVWQOJGCB-UHFFFAOYSA-N|KZSNJWFQEVHDMF-BYPYZUCNSA-N|KWIUHFFTVRNATP-UHFFFAOYSA-N	InChI=1S/C5H11NO2/c1-5(2)3-4-8-6-7/h5H,3-4H2,1-2H3|InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)|InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3	M118T52_2	118.086968055155	52.1840105625034	[44][M]+		4	23	@M119.0902T52.01|-13C|@M120.0911T52.03|-18O|-13C2
M137.0796T66.83	c18hypersil													M137T67	137.079620161343	66.8341204199357	[77][M+1]+		7	24	@M136.0762T66.8|+13C|@M183.0852T66.69_1|-(HCOOH)|-(H2O-CO)
M166.0586T66.7	c18hypersil													M166T67	166.058647857182	66.6979553158783	[123][M+1]+		7	24	@M165.0553T66.68|+13C|@M183.0852T66.69_1|-(NH3)|-NH3
M182.082T66.68_2	c18hypersil	L-Tyrosine;Tyrosine|o-Tyrosine	CHEBI:17895	C00082	Amino acid metabolism	Phenylalanine metabolism|Phenylalanine, Tyrosine and Tryptophan biosynthesis|Tyrosine metabolism	Phenylalanine|Tyrosine	HMDB00158|HMDB06050	CID6057|CID91482	C9H11NO3	181.0739	OUYCCCASQSFEME-QMMMGPOBSA-N|WRFPVMFCRNYQNR-UHFFFAOYSA-N	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1|InChI=1S/C9H11NO3/c10-7(9(12)13)5-6-3-1-2-4-8(6)11/h1-4,7,11H,5,10H2,(H,12,13)	M182T67_2	182.081986257186	66.6808050552254	[155][M]+		7	24	@M119.0497T66.57|+(NH3)+(HCOOH)|@M136.0762T66.8|+(HCOOH)|+(H2O-CO)|@M147.0446T66.67|+(H2O)+(NH3)|@M165.0553T66.68|+(NH3)|+NH3|@M183.0852T66.69_1|-13C|@M184.086T66.69|-18O|-13C2
M121.0487T325.33	c18hypersil													M121T325	121.048706225988	325.326414336181	[45][M+1]+		16	25	@M120.0454T325.49|+13C|@M139.0593T325.45|-(H2O)
M138.056T325.49	c18hypersil	Salicylamide	CHEBI:32114					HMDB15687	CID5147	C7H7NO2	137.04768	SKZKKFZAGNVIMN-UHFFFAOYSA-N	InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)	M138T325	138.055993362438	325.487006267938	[79][M]+		16	25	@M120.0454T325.49|+(H2O)|@M139.0593T325.45|-13C
M267.0987T108.76	c18hypersil													M267T109	267.098688784345	108.758860242769	[374][M]+	[M+H]+ 266.094	63	26	@M120.0451T108.37|+(C5H7O3N)+(H2O)|@M268.102T108.62|-13C
M121.0845T113.07	c18hypersil													M121T113	121.084497190348	113.073185835632	[48][M+1]+		2	27	@M120.0811T113.19|+13C|@M167.0898T113.19_21|-(HCOOH)|-(H2O-CO)
M166.0866T113.19_12	c18hypersil	L-Phenylalanine;Phenylalanine	CHEBI:17295	C00079	Amino acid metabolism	Phenylalanine metabolism|Phenylalanine, Tyrosine and Tryptophan biosynthesis	Phenylalanine	HMDB00159	CID6140	C9H11NO2	165.07898	COLNVLDHVKWLRT-QMMMGPOBSA-N	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	M166T113_12	166.086629926415	113.192854774059	[124][M]+	[M+K+HCOOH]+ 81.1154	2	27	@M120.0811T113.19|+(HCOOH)|+(H2O-CO)|@M131.0495T113.13|+(H2O)+(NH3)|@M149.06T113.13|+(NH3)|+NH3|@M167.0898T113.19_21|-13C
M139.0509T81.22	c18hypersil													M139T81	139.050878612782	81.2183639611949		[M+H-C5H8O4]+ 270.092	56	28	@M122.0244T81.42|+(NH3)|+NH3|@M140.0543T81.23|-13C
M140.035T81.77	c18hypersil	6-Hydroxynicotinic acid|6-Hydroxypicolinic acid;6-Hydroxypyridine-2-carboxylic acid|3-Hydroxypicolinic acid|Picolinic acid N-oxide|Isonicotinic acid N-oxide|Nicotinic acid N-oxide|5-Hydroxynicotinic acid;5-Hydroxypyridine-3-carboxylic acid	CHEBI:16168|CHEBI:64342	C01020|C18620	Metabolism of cofactors and vitamins	Nicotinate and Nicotinamide metabolism	Others	HMDB02658|HMD13188	CID72924|CID242721|CID13401|CID69986|CID26130|CID16976|CID34037	C6H5NO3	139.0269	BLHCMGRVFXRYRN-UHFFFAOYSA-N|VRCWSYYXUCKEED-UHFFFAOYSA-N|BRARRAHGNDUELT-UHFFFAOYSA-N|FHYMLBVGNFVFBT-UHFFFAOYSA-N|QCWTWMJMLSKQCJ-UHFFFAOYSA-N|FJCFFCXMEXZEIM-UHFFFAOYSA-N|ATTDCVLRGFEHEO-UHFFFAOYSA-N	InChI=1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)|InChI=1S/C6H5NO3/c8-5-3-1-2-4(7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)|InChI=1S/C6H5NO3/c8-4-2-1-3-7-5(4)6(9)10/h1-3,8H,(H,9,10)|InChI=1S/C6H5NO3/c8-6(9)5-3-1-2-4-7(5)10/h1-4H,(H,8,9)|InChI=1S/C6H5NO3/c8-6(9)5-1-3-7(10)4-2-5/h1-4H,(H,8,9)|InChI=1S/C6H5NO3/c8-6(9)5-2-1-3-7(10)4-5/h1-4H,(H,8,9)|InChI=1S/C6H5NO3/c8-5-1-4(6(9)10)2-7-3-5/h1-3,8H,(H,9,10)	M140T82	140.034960590766	81.7672723470002		[M+H-CH2]+ 153.044	56	28	@M122.0244T81.42|+(H2O)
M138.0901T40.47	c18hypersil													M138T40	138.090052237617	40.4742734286051			1358	29	@M122.0588T41.04|+(CH4)
M122.9253T43.76_2	c18hypersil													M123T44_2	122.925276898469	43.7598247938755		[M+H-C4H8]+ 177.991	4	30	@M124.9234T43.76|-34S|-41K|-37Cl
M123.056T59.5_1	c18hypersil	Nicotinamide;Niacinamide;Vitamin PP;Vitamin B3	CHEBI:17154	C00153	Metabolism of cofactors and vitamins	Nicotinate and Nicotinamide metabolism	NAD+	HMDB01406	CID936	C6H6N2O	122.04801	DFPAKSUCGFBDDF-UHFFFAOYSA-N	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	M123T60_1	123.056003522101	59.5009773242776		[M+2H]2+ 244.102	3	31	@M124.0593T59.46|-13C|@M125.0602T59.39|-18O|-13C2
M125.987T39.51	c18hypersil													M126T40	125.986966057215	39.5139673802308	[56][M]+	[M+K]+ 87.0249	10	32	@M143.9975T39.53|-(H2O)|@M167.0136T39.51|-(CH3CN)|-(C2H3N)|@M168.0168T39.51|-(C2H4N.)|@M213.019T39.49|-(C3H5NO2)
M240.0298T42.1	c18hypersil													M240T42	240.029834015485	42.1025362702942		[M+K]+ 201.065	34	32	@M167.0136T39.51|+(HCOOH)+(HCN)|+(C2H3NO2)|@M213.019T39.49|+(HCN)
M130.16T265.18	c18hypersil													M130T265	130.160025288899	265.175634433551	[67][M]+		1717	33	@M131.1633T265.06|-13C
