variableMetadata	chromato	name	chebi_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M112.0069T39.52	c18hyper			0.0498111456758856	0.811678048137577	0	-0.158888432698642	0.411917050263613	0	-0.0189808654676682	0.967177777826542	0	-0.180781098505069	0.305498496851478	0	0.253653039912244	0.190403308564638	E	E	E	E	E	E	0	0											M112T40	112.006897914429	39.5192101193626	[31][M+2]+		10	5	@M110.0094T39.51_2|+34S|+41K|+37Cl|@M111.0101T39.52_1|+15N|@M130.0175T39.51_1|-(H2O)|@M153.0335T39.52|-(CH3CN)|-(C2H3N)|@M154.0368T39.53_2|-(C2H4N.)
M128.02T39.56	c18hyper			0.00666892202360714	0.990656862712728	0	-0.121502900486806	0.486801816875548	0	-0.00273448339694937	0.990799354752416	0	-0.162021548474407	0.333958081755813	0	0.0917785971899118	0.324993383159147	E	E	E	E	E	E	0	0											M128T40	128.019978021773	39.5572739358533	[60][M]+	[M+Na+NH3]+ 88.0028	10	5	@M95.0444T39.29_2|+(HS.)|@M110.0094T39.51_2|+(H2O)|@M129.0207T39.54|-13C|-15N|@M130.0175T39.51_1|-34S|-41K|-37Cl|@M156.0148T39.51|-(CO)|@M225.9873T39.56|-(H2SO4)
M129.0207T39.54	c18hyper			-0.0105629883191014	0.89784576075086	0	-0.137549356385801	0.452180535465341	0	-0.00761283607464591	0.99329288833083	0	-0.142044329557812	0.429961917198949	0	0.023663914233901	0.321651487756892	E	E	E	E	E	E	0	0											M129T40	129.020734290089	39.5380225549761	[60][M+1]+		10	5	@M111.0101T39.52_1|+(H2O)|@M128.02T39.56|+13C|+15N|@M130.0175T39.51_1|-15N
M151.036T39.52_1	c18hyper			0.054970723930186	0.760203200638407	0	-0.148336274584171	0.404365136976594	0	0.00858606831780051	0.95398175046079	0	-0.15697003613894	0.320066846428029	0	0.382338494707785	0.54020138062272	E	E	E	E	E	E	0	0											M151T40_1	151.035995546113	39.5180766656712	[98][M]+		10	5	@M91.0148T39.1|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M110.0094T39.51_2|+(CH3CN)|+(C2H3N)|@M152.0369T39.52_2|-13C|-15N|@M153.0335T39.52|-34S|-41K|-37Cl|@M154.0368T39.53_2|-13C-37Cl|-13C-34S|@M192.0627T39.52|-(CH3CN)|-(C2H3N)
M152.0369T39.52_2	c18hyper			0.0478344245365427	0.808523721255017	0	-0.150458404840908	0.414620064842183	0	-0.00337080672477086	0.991622071823093	0	-0.17227356701321	0.28553177167759	0	0.296715681704608	0.375286705555438	E	E	E	E	E	E	0	0											M152T40_2	152.036905684395	39.5220323101418	[98][M+1]+		10	5	@M111.0101T39.52_1|+(CH3CN)|+(C2H3N)|@M151.036T39.52_1|+13C|+15N|@M153.0335T39.52|-15N|@M154.0368T39.53_2|-18O|-34S|-41K|-37Cl
M153.0335T39.52	c18hyper			0.0508349615735888	0.782182217351312	0	-0.1438082785841	0.42622363765543	0	0.00890059290819423	0.951329746243793	0	-0.161776662403266	0.30151349253654	0	0.351038086932907	0.516894452676799	E	E	E	E	E	E	0	0											M153T40	153.033508571085	39.5180766656712	[98][M+2]+		10	5	@M111.0101T39.52_1|+(CH2N2)|@M112.0069T39.52|+(CH3CN)|+(C2H3N)|@M151.036T39.52_1|+34S|+41K|+37Cl|@M152.0369T39.52_2|+15N|@M154.0368T39.53_2|-13C
M154.0368T39.53_2	c18hyper			0.0676625876700214	0.695499271290444	0	-0.1508895319744	0.417694064315979	0	0.0241699406370373	0.880622246480462	0	-0.167443029000086	0.231744505305049	0	0.396998179810131	0.658399393518595	E	E	E	E	E	E	0	0											M154T40_2	154.036824600582	39.525425718354	[98][M+3]+		10	5	@M110.0094T39.51_2|+(C2H4O)|@M112.0069T39.52|+(C2H4N.)|@M151.036T39.52_1|+13C+37Cl|+13C+34S|@M152.0369T39.52_2|+18O|+34S|+41K|+37Cl|@M153.0335T39.52|+13C
M156.0148T39.51	c18hyper			-0.0774717566842114	0.546100538636364	0	-0.126475699337213	0.49171851895303	0	-0.0478383875322628	0.877250767538554	0	-0.190098053897056	0.318718387319321	0	0.400597122108219	0.000139302326628081	E	E	E	E	E	E	0	0											M156T40	156.014823626112	39.5098859253364	[101][M]+	[M+Na+HCOOH]+ 87.0249	10	5	@M128.02T39.56|+(CO)|@M197.0415T39.54|-(CH3CN)|-(C2H3N)
M192.0627T39.52	c18hyper			0.0415965666983134	0.877024925962785	0	-0.194569425050851	0.334430438830317	0	0.0529768540163644	0.781961923654256	0	-0.195524774269035	0.214677156912716	0	0.317036907879279	0.835184068877413	E	E	E	E	E	E	0	0											M192T40	192.062703900593	39.5248545009211		[M+2Na]2+ 338.142	10	5	@M151.036T39.52_1|+(CH3CN)|+(C2H3N)
M197.0415T39.54	c18hyper			-0.0683875928066762	0.611870062632228	0	-0.125787203657612	0.521271357246198	0	-0.00710093567721515	0.998578023110924	0	-0.196297621241143	0.251578920137605	0	0.31343512326571	0.243785997748989	E	E	E	E	E	E	0	0											M197T40	197.041487776235	39.5438383879261		[2M+Na]+ 87.0249	10	5	@M156.0148T39.51|+(CH3CN)|+(C2H3N)
M200.9739T39.59	c18hyper			0.0776400487631008	0.799676131888527	0	-0.230880528440563	0.432308615572918	0	0.0220014734580936	0.947043021478801	0	-0.255437381304011	0.413941258595261	0	0.314896142507616	0.48492231051864	E	E	E	E	E	E	0	0											M201T40	200.973933698617	39.5874338982224			490	5	@M218.9846T39.66|-(H2O)|@M242.0007T39.83|-(CH3CN)|-(C2H3N)
M218.9846T39.66	c18hyper			0.044021078949358	0.916139024105503	0	-0.272091544850607	0.29008245404484	0	-0.00279979609261538	0.986878675150184	0	-0.295049996630025	0.279886632809551	0	0.278488036927689	0.487495712598101	E	E	E	E	E	E	0	0											M219T40	218.984582132416	39.6624008672404			494	5	@M200.9739T39.59|+(H2O)|@M224.9906T39.61|-Li|@M266.0172T39.66|-(CH5NO)
M223.99T39.61	c18hyper			0.111229690110935	0.706896584621605	0	-0.303167308866694	0.297698683615842	0	0.0536029559773148	0.862260859061672	0	-0.280747060764114	0.283961567345797	0	0.37066566847842	0.733924706350663	E	E	E	E	E	E	0	0											M224T40	223.989996196551	39.6099873936402	[253][M]+	[M+Na]+ 201.002	10	5	@M224.9906T39.61|-13C|-15N|@M225.9873T39.56|-34S|-41K|-37Cl|@M242.0007T39.83|-(H2O)|@M265.0168T39.68|-(CH3CN)|-(C2H3N)
M224.9906T39.61	c18hyper			0.150493762811696	0.527306074594738	0	-0.269247218824592	0.333754187616209	0	0.0622023959400693	0.834140398423418	0	-0.297495962516859	0.223364882036167	0	0.572144195554609	0.805511666284641	E	E	E	E	E	E	0	0											M225T40	224.990581425433	39.608722643799	[253][M+1]+		495	5	@M218.9846T39.66|+Li|@M223.99T39.61|+13C|+15N|@M225.9873T39.56|-15N|@M243.0012T39.83|-(H2O)|@M266.0172T39.66|-(CH3CN)|-(C2H3N)|@M267.0143T39.61|-(CH2N2)
M225.9873T39.56	c18hyper			0.108412361251073	0.696266854259712	0	-0.287742471834878	0.298359387129571	0	0.0699770023293098	0.817253127220262	0	-0.290427670462432	0.251546221018554	0	0.387970129526126	0.759173813926672	E	E	E	E	E	E	0	0											M226T40	225.987309891618	39.5561399668096	[253][M+2]+		496	5	@M128.02T39.56|+(H2SO4)|@M223.99T39.61|+34S|+41K|+37Cl|@M224.9906T39.61|+15N|@M243.9982T39.72|-(H2O)|@M267.0143T39.61|-(CH3CN)|-(C2H3N)
M242.0007T39.83	c18hyper			0.0959142473050072	0.748997852114828	0	-0.27468521937605	0.340034294112655	0	0.0326464085278353	0.904063027993113	0	-0.296111340144574	0.240374172471641	0	0.366246335878466	0.664401321064461	E	E	E	E	E	E	0	0											M242T40	242.000691162612	39.8322796255715	[306][M]+	[M+Na]+ 219.006	10	5	@M200.9739T39.59|+(CH3CN)|+(C2H3N)|@M223.99T39.61|+(H2O)|@M243.0012T39.83|-13C|-15N|@M243.9982T39.72|-34S|-41K|-37Cl
M243.0012T39.83	c18hyper			0.102440742742782	0.70217548104998	0	-0.309983967281607	0.216292852897795	0	-0.0152860964898203	0.997716000943895	0	-0.369899413015588	0.103701361417938	0	0.416955276057307	0.456232581583028	E	E	E	E	E	E	0	0											M243T40	243.001234909862	39.8261411256858	[306][M+1]+		497	5	@M224.9906T39.61|+(H2O)|@M242.0007T39.83|+13C|+15N|@M243.9982T39.72|-15N
M243.9982T39.72	c18hyper			0.107474569407096	0.719293924036299	0	-0.283083839003858	0.346330223807609	0	0.0693474092632975	0.814232754195856	0	-0.302768603684839	0.215719605212117	0	0.358188775667275	0.815939524141756	E	E	E	E	E	E	0	0											M244T40	243.998237583142	39.7198817188393	[306][M+2]+		10	5	@M225.9873T39.56|+(H2O)|@M242.0007T39.83|+34S|+41K|+37Cl|@M243.0012T39.83|+15N
M265.0168T39.68	c18hyper			0.157617622921894	0.563601082567237	0	-0.306556875531008	0.322098502922061	0	0.0797180626307608	0.79730843330283	0	-0.322587453493306	0.210266214299513	0	0.515164089360009	0.85149099497952	E	E	E	E	E	E	0	0											M265T40	265.016817727134	39.6825123478677	[369][M]+	[3M+H]+ 88.0028	10	5	@M223.99T39.61|+(CH3CN)|+(C2H3N)|@M266.0172T39.66|-13C|-15N|@M267.0143T39.61|-34S|-41K|-37Cl
M266.0172T39.66	c18hyper			0.158581794984308	0.500946534576658	0	-0.297656915127714	0.267090911854972	0	0.0813567895305951	0.77090762529469	0	-0.287180003778754	0.214438676340713	0	0.569208416804159	0.877098325911033	E	E	E	E	E	E	0	0											M266T40	266.01720505135	39.6570092462135	[369][M+1]+		10	5	@M218.9846T39.66|+(CH5NO)|@M224.9906T39.61|+(CH3CN)|+(C2H3N)|@M265.0168T39.68|+13C|+15N|@M267.0143T39.61|-15N
M267.0143T39.61	c18hyper			0.133317410562686	0.608925040254952	0	-0.271359866759063	0.347914074558975	0	0.0721065806575218	0.813800349665426	0	-0.28795826168022	0.257797193447121	0	0.475073241879099	0.80782373012923	E	E	E	E	E	E	0	0											M267T40	267.014314851767	39.6145916635373	[369][M+2]+		10	5	@M224.9906T39.61|+(CH2N2)|@M225.9873T39.56|+(CH3CN)|+(C2H3N)|@M265.0168T39.68|+34S|+41K|+37Cl|@M266.0172T39.66|+15N
M93.6025T36.33	c18hyper			0.251544899085925	0.296401961652738	0	-0.242040699129415	0.471662827117019	0	-0.0525708359637065	0.936436136100973	0	-0.35957966510211	0.271224760021394	0	0.868857004657316	0.453369258248801	E	E	E	E	E	E	0	0											M94T36	93.6025484796911	36.3250620977474	[15][M]2+	[M+2H-NH3]2+ 202.214	10	6	@M94.1042T35.01|-13Cdb
M97.0291T50.96	c18hyper			-0.0743818296520793	0.716301692095697	0	-0.246110920878817	0.42406381495088	0	-0.00863344952086464	0.996859349557441	0	-0.268400373694217	0.285822154679353	0	0.374451276031224	0.282172477737185	E	E	E	E	E	E	0	0											M97T51	97.0290655272779	50.9585419075674			4	7	@M127.0396T51.09|-(CH2O)
M145.0502T51.07	c18hyper			-0.0995977194297524	0.515113817337905	0	-0.311810189268517	0.157519174907812	0	-0.0117841723352257	0.996757432338617	0	-0.270934812041261	0.173809635164403	0	0.475735577783256	0.305047332081492	E	E	E	E	E	E	0	0											M145T51	145.050230310747	51.0654457445448	[85][M]+		4	7	@M127.0396T51.09|+(H2O)|@M163.0608T50.91|-(H2O)
M164.0642T51.25	c18hyper			0.151006071746137	0.779208184182131	0	-0.425346698915471	0.423592757838149	0	0.0692820354264914	0.896217769294633	0	-0.362553128320634	0.433955054624111	0	0.197092146902016	0.738124077928599	E	E	E	E	E	E	0	0											M164T51	164.064164943599	51.2457922697345	[118][M+1]+		4	7	@M163.0608T50.91|+13C
M101.0604T135.21	c18hyper			-0.17606131660061	0.610015436827733	0	0.158371818226648	0.772344103598811	0	-0.260490747082315	0.545128859689676	0	0.379554436923026	0.289729964539666	0	0.264370828106978	0.548168346246782	E	E	E	E	E	E	0	0											M101T135	101.060436200998	135.209741235207			75	8	@M119.0711T135.12|-(H2O)
M102.092T100.1	c18hyper			0.535041108819243	0.00200458288822799	1	-0.1687538675701	0.588456414084976	0	0.102808039913626	0.684942320205532	0	-0.176530738366992	0.410606870845779	0	1.84440935298786	0.69051020587016	E	E	E	E	E	E	0	0											M102T100	102.091975698806	100.097622252888	[24][M]+		45	9	@M103.0953T100.13_1|-13C
M120.1026T45.83	c18hyper			-0.818445649911915	0.128798494897402	0	0.266574278595421	0.822140794543416	0	0.294731310487116	0.733025165752397	0	0.113349797044084	0.911573101011494	0	1.03304658360171	0.0562954090757053	E	E	E	E	E	E	0	0											M120T46	120.102613845132	45.8301762580923	[49][M]+	[M+H-C2H4]+ 147.121	4	10	@M102.092T45.83|+(H2O)|@M121.1059T45.74|-13C
M133.0325T61.21	c18hyper			-0.552985691715723	0.000700252569860904	1	0.10153635354618	0.812653286009981	0	-0.234629345359217	0.261128610517324	0	-0.0552035312258816	0.836234275889352	0	1.87646971897333	2.17764394902924	E	E	E	E	E	E	0	0											M133T61	133.032490597505	61.2148332586943			3	11	@M150.059T61.3|-(NH3)|-NH3
M137.0796T66.83	c18hyper			-0.397357201479302	0.0139307298304567	1	-0.013421077878661	0.886507992332155	0	-0.420490495802373	0.181865222697939	0	-0.148648366533394	0.635045100929946	0	1.53315391503077	1.86372459141188	E	E	E	E	E	E	0	0											M137T67	137.079620161343	66.8341204199357	[77][M+1]+		7	11	@M136.0762T66.8|+13C|@M183.0852T66.69_1|-(HCOOH)|-(H2O-CO)
M152.0551T61.53_1	c18hyper			-0.528137528445903	0.00123614568226139	1	0.112006434687981	0.772086970989965	0	-0.218618505322773	0.292462136118827	0	-0.0481591384244346	0.8605683360111	0	1.79663130956833	2.12463121086147	E	E	E	E	E	E	0	0											M152T62_1	152.055074996476	61.5285017466743	[97][M+2]+		3	11	@M104.0535T61.28|+(CH4S)|@M150.059T61.3|+34S|+41K|+37Cl|@M151.0623T61.21|+15N
M166.0586T66.7	c18hyper			-0.413330482335919	0.00896692803965573	1	0.0228031090815577	0.98210653756879	0	-0.276847530770048	0.290474952150588	0	-0.0473697674206868	0.90518574911666	0	1.66789605005711	1.84982105708405	E	E	E	E	E	E	0	0											M166T67	166.058647857182	66.6979553158783	[123][M+1]+		7	11	@M165.0553T66.68|+13C|@M183.0852T66.69_1|-(NH3)|-NH3
M182.082T66.68_2	c18hyper	L-Tyrosine;Tyrosine|o-Tyrosine	CHEBI:17895	-0.417017697127132	0.00645428213103577	1	0.0198655204579339	0.971844166712806	0	-0.249532874473267	0.309630977817107	0	-0.0488295457998333	0.888795769494715	0	1.67567160461031	1.83836080592617	E	E	E	E	E	E	0	0	C00082	Amino acid metabolism	Phenylalanine metabolism|Phenylalanine, Tyrosine and Tryptophan biosynthesis|Tyrosine metabolism	Phenylalanine|Tyrosine	HMDB00158|HMDB06050	CID6057|CID91482	C9H11NO3	181.0739	OUYCCCASQSFEME-QMMMGPOBSA-N|WRFPVMFCRNYQNR-UHFFFAOYSA-N	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1|InChI=1S/C9H11NO3/c10-7(9(12)13)5-6-3-1-2-4-8(6)11/h1-4,7,11H,5,10H2,(H,12,13)	M182T67_2	182.081986257186	66.6808050552254	[155][M]+		7	11	@M104.0535T61.28|+(C2H6O3)|@M119.0497T66.57|+(NH3)+(HCOOH)|@M136.0762T66.8|+(HCOOH)|+(H2O-CO)|@M147.0446T66.67|+(H2O)+(NH3)|@M150.059T61.3|+(CH3OH)|@M151.0623T61.21|+(CH3O.)|@M165.0553T66.68|+(NH3)|+NH3|@M183.0852T66.69_1|-13C|@M184.086T66.69|-18O|-13C2
M192.0701T250.54	c18hyper	N-Acetyl-L-methionine|N-Acetyl-D-penicillamine;N-Acetylpenicillamine	CHEBI:21557|CHEBI:61198	1.64716418895819	7.14692719749255e-05	1	-0.840303555445779	0.0934658360623878	0	0.189766525791718	0.697293512934357	0	-0.673666576029422	0.0773856478320966	0	1.93137489034841	0.860513055479095	E	E	E	E	E	E	0	0	C02712	Amino acid metabolism	Cysteine and Methionine	Others	HMDB11745	CID448580|CID65532	C7H13NO3S	191.0616	XUYPXLNMDZIRQH-LURJTMIESA-N|MNNBCKASUFBXCO-YFKPBYRVSA-N	InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)/t6-/m0/s1|InChI=1S/C7H13NO3S/c1-4(9)8-5(6(10)11)7(2,3)12/h5,12H,1-3H3,(H,8,9)(H,10,11)/t5-/m0/s1	M192T251	192.070128167873	250.540902481779	[174][M]+		1738	12	@M104.0536T250.37|+(C3H4O3)|@M174.0594T250.17|+(H2O)|@M193.0735T250.53|-13C|@M194.0659T250.43|-34S|-41K|-37Cl|@M214.0522T250.66|-Na
M104.0713T48.24	c18hyper	L-α-Aminobutyric acid;L-2-Aminobutyric acid|DL-3-Aminoisobutyric acid;3-Aminoisobutyric acid|2-Aminoisobutyric acid;2-Methylalanine|N,N-Dimethylglycine|γ-aminobutyric acid;GABA;Gamma-Aminobutyric Acid	CHEBI:35619|CHEBI:27389|CHEBI:27971|CHEBI:17724|CHEBI:16865	-0.363817041446694	0.122470687994155	0	0.0784590152128857	0.902180477854709	0	-0.0702176778449513	0.851104337765856	0	-0.0629293256095806	0.858397974394245	0	1.04049900416254	0.838131563276778	E	E	E	E	E	E	0	0	C02356|C05145|C03665|C01026|C00334	Amino acid metabolism|Carbohydrate metabolism	Aginine and Proline metabolism|Alanine, Aspartate and Glutamate|Cysteine and Methionine|Glycine, Serine and Threonine|Butanoate metabolism	Pustrescine|Glutamate|Cysteine|Glycine|L-Glutamate	HMDB00452|HMDB03911|HMDB01906|HMDB00092|HMDB00112	CID80283|CID64956|CID6119|CID673|CID119	C4H9NO2	103.0633	QWCKQJZIFLGMSD-VKHMYHEASA-N|QCHPKSFMDHPSNR-UHFFFAOYSA-N|FUOOLUPWFVMBKG-UHFFFAOYSA-N|FFDGPVCHZBVARC-UHFFFAOYSA-N|BTCSSZJGUNDROE-UHFFFAOYSA-N	InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1|InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)|InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)|InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)|InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)	M104T48	104.071278773891	48.2370818735754	[25][M]+	[M+H-CO2]+ 147.057	4	13	@M105.0746T48.28|-13C
M104.1076T46.63	c18hyper			-0.364008072118288	0.036283635965156	1	-0.0499789750332447	0.80005730768455	0	-0.0443278703191972	0.892720790096467	0	-0.124675298252331	0.586569209550853	0	1.271905281141	0.839994033334288	E	E	E	E	E	E	0	0											M104T47	104.107634326812	46.631981817552	[26][M]+		4	14	@M105.1109T46.54|-13C
M180.0667T291.35	c18hyper	Hippuric acid;N-benzoylglycine	CHEBI:18089	0.231141245169464	0.823213197209259	0	-0.200719403509474	0.902655382826972	0	-0.460418135252855	0.749918508278387	0	-0.460266273172753	0.721852195237776	0	0.278963253790619	0.967080795348646	E	E	E	E	E	E	0	0	C01586	Amino acid metabolism	Phenylalanine metabolism	Other	HMDB00714	CID464	C9H9NO3	179.05824	QIAFMBKCNZACKA-UHFFFAOYSA-N	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	M180T291	180.066708829414	291.346073375167	[150][M]+		33	15	@M105.0343T291.23|+(C2H5NO2)|@M181.07T291.27|-13C|@M202.0487T291.14|-Na
