variableMetadata	set	gene	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M621.0709T7.79_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M621T467_1	621.0709	467.31924			337	NA		1.09518136853964	0.0173200953650927	1	0.0282286298462964	0.980334629760934	0	3.36017169002535		0
M948.8805T7.92_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M949T475_1	948.8805	475.18908	[2791][M]2+	[3M+Na+2K-H]2+ 599.278	77	NA		0.822917923922413	0.0173200953650927	1	0.561756849911886	0.0308441172947884	1	2.80143977985726		0
M463.1923T7.92_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M463T475_2	463.192251336398	475.419914282178		[M+2H]2+ 924.37 [M+2H-CH3]2+ 939.397	77	164	@M463.6939T7.92_1|-13Cdb	0.717823363823433	0.0173200953650927	1	0.374042285643583	0.119265536557387	0	3.07185841769049		0
M657.6522T7.36_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M658T441_1	657.6522	441.3597	[1986][M+1]3+		81	NA		-1.11214381288671	0.0220524331575666	1	-0.0467749980780319	0.994533055046867	0	3.23886630680978		0
M926.8791T7.92_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M927T475_1	926.8791	475.00314	[2750][M+1]+		77	NA		0.795732453032519	0.0235202788575648	1	0.0780640681294322	0.900961396077014	0	3.19682465845922		0
M566.2677T7.99_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M566T479_2	566.267681563156	479.111060459629		[M+H]+ 565.26 [2M+3H]3+ 847.89	237	NA		0.690258822127898	0.0240722353163087	1	0.410825854665088	0.0775109692206488	0	2.96641272943258		0
M415.7299T8.83	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M416T530	415.729852426245	529.769857473372			156	NA		1.17652994086942	0.0273230363899269	1	0.937370191432446	0.0135952842193471	1	2.29797519780149		0
M463.4429T7.93	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M463T476	463.442915840989	475.62218892488		[M+H+K]2+ 886.918	77	NA		0.779869079025389	0.0280239224258009	1	0.381792546708835	0.175835205696713	0	2.98017530145074		0
M785.3572T8.69_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M785T521_2	785.3572	521.4327	[2373][M+1]2+		329	365	@M784.3564T8.69_2|+13C|+15N|@M784.8569T8.69_1|+13Cdb	-1.15414297610394	0.0282650214637555	1	-0.933816721497449	0.0128070961253372	1	2.19631049181363		0
M612.2649T7.92	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M612T475	612.2649	475.3029	[1838][M]3+		77	NA		0.719981116340563	0.0282650214637555	1	-0.0876023547320948	0.713899856303896	0	3.11338565165585		0
M580.9554T7.91_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M581T475_2	580.955416039885	474.590496656453		[2M+H]+ 289.984 [M+H]+ 579.956	77	NA		-0.609647544053914	0.0282650214637555	1	-0.131203016698691	0.675930924652941	0	2.7979236971271		0
M617.5879T7.92_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M618T475_1	617.5879	475.28982		[M+K]+ 578.627	77	NA		0.748171401775169	0.0297011989341418	1	0.331442464765537	0.243637850530262	0	3.0671128008503		0
M601.2871T7.92_3	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M601T475_3	601.2871	475.33446			77	NA		0.63949050967228	0.0304982580967828	1	-0.0161705312922074	0.89719804144822	0	3.30990832609755		-0.0677771633281466
M829.095T7.78_4	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M829T467_4	829.095	467.08722			337	NA		1.30555146024303	0.0324892485678789	1	0.154714515720389	0.871734904323631	0	3.19643192489119		0
M493.9084T7.87_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M494T472_1	493.908395739981	472.068021781798			6031	NA		0.906352830978435	0.0324892485678789	1	0.179737392064464	0.717859330569491	0	3.12261048393957		0
M658.3526T7.04_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M658T422_2	658.3526	422.37486			8450	NA		-0.872524723832178	0.0324892485678789	1	-0.76564488887135	0.0075289961047281	1	2.17246033473329		0
M567.2705T7.98_3	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M567T479_3	567.270496272837	478.813377243128	[1696][M+1]3+		237	NA		0.684061935381257	0.0324892485678789	1	0.580559991653638	0.010401517770628	1	2.66982304737626		0
M565.9335T7.99_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M566T479_1	565.933475896582	479.244704363816		[M+H]+ 564.926 [2M+3H]3+ 847.389	237	239	@M566.9361T7.99_2|-13C	0.652917963494534	0.0331805129615772	1	0.492128326260339	0.0257780143016857	1	2.7411991026628		0
M566.6019T7.99_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M567T479_1	566.601932606624	479.219937248413		[M+H]+ 565.594 [2M+3H]3+ 848.391	237	NA		0.709873627897627	0.0337442699072548	1	0.478967897462434	0.0510698061875936	0	2.88921411971916		0
M650.3442T8.23	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M650T494	650.3442	493.7967			7431	NA		-1.79460331665888	0.0355788094765509	1	-0.265178063555517	0.821192204123027	0	3.22891120667542		0
M640.8025T9.55_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M641T573_1	640.8025	573.22506		[M+H+HCOOH]+ 593.788	68	268	@M641.3048T9.56_2|-13Cdb	0.876043951718998	0.036043036956203	1	0.827351869717143	0.00446337749791178	1	2.17043678888125		0
M459.9525T7.92_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M460T475_2	459.952474556716	475.322279182973	[1287][M+1]2+		77	NA		0.629315600526533	0.0363011850250865	1	0.0980167825676883	0.807662370027442	0	2.95151561127405		0
M849.3982T7.99_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M849T479_2	849.3982	479.22798		[3M+2H]2+ 565.594 [M+H]+ 848.391	237	NA		0.669594307616732	0.0383703300107982	1	0.363341594995843	0.145096545653983	0	2.8055562449926		0
M986.4205T7.92_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M986T475_2	986.4205	475.19088		[M+H+HCOOH]+ 939.397	77	NA		1.23070241061312	0.0386379912132507	1	-0.0678142441392904	0.853734580684559	0	2.96578712375593		0
M314.1561T9.05	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M314T543	314.156149131114	543.083373684833		[3M+2Na+2K-H]3+ 273.197	167	NA		-0.45365169896035	0.0386379912132507	1	0.0778670826493428	0.63292747641611	0	2.96852046310214		0
M820.1207T9.1_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M820T546_2	820.1207	546.10578			4875	NA		0.959615085868426	0.0402443858277393	1	0.561605497466449	0.111703057296349	0	2.46153619629434		0
M142.0863T1.18	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M142T71	142.086308173282	70.8908236101762		[M+H+HCOOH]+ 95.0749	1	NA		0.791182355391818	0.0402443858277393	1	2.040374828616	5.54840451039831e-10	1	1.14751899169322		0
M354.1092T1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M354T60	354.109168147302	59.7228546111406	[913][M+1]+		10	NA		-0.733987737231814	0.0403337537147737	1	-0.225046977700066	0.515481554407981	0	2.77271308662315		0
M338.0874T8.09	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M338T485	338.087359323351	485.462224717788	[860][M]+		189	NA		2.35963878048117	0.0430447961712258	1	-1.46235386441569	0.0658429190814642	0	2.51109365412689		0
M977.7471T9.26_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M978T556_1	977.7471	555.62016			166	NA		1.07915331119234	0.0430447961712258	1	0.386207310350516	0.420761681164438	0	3.09046373792817		0
M653.6342T7.88_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M654T473_1	653.6342	472.74882	[1975][M]3+		5997	NA		0.962767882714829	0.045624500882105	1	0.138913333675061	0.833427047458235	0	3.0104596446381		0
M600.1063T7.92_7	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M600T475_7	600.1063	475.4595	[1800][M+1]3+		77	NA		0.593652805733285	0.0458042326535234	1	0.11391554791051	0.74657222762174	0	2.93056808203725		0
M746.5634T9.86_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M747T592_1	746.5634	591.72168	[2255][M+1]2+		68	NA		0.360447055694396	0.0460494209805451	1	0.149009183119958	0.330378217727398	0	2.47768335535921		0
M660.3572T9.46_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M660T568_2	660.3572	567.62616		[M+H-CH3]+ 674.367	380	NA		0.858607443725139	0.0472119909871013	1	1.09864723717413	0.000217065011141612	1	1.91023481274765		0
M778.3708T8.44_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M778T506_2	778.3708	506.25522			103	NA		-0.546020662613159	0.0472119909871013	1	-0.24856358873477	0.269069600467745	0	2.70281378295796		0
M459.7017T7.92_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M460T475_1	459.701673507636	475.306883589315	[1288][M]2+		77	NA		0.736020778841723	0.0490015982072915	1	0.0691394199925277	0.918852705844166	0	3.17068999815135		0
M527.2858T8.02_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M527T481_2	527.285804332163	481.352652641293	[1537][M]2+		431	NA		-1.42815395324522	0.053195378897585	0	-0.370702719612998	0.622661759995138	0	3.09225585270001		0
M308.6315T12.92	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M309T775	308.631475175292	774.969128096106			7677	NA		0.900343011794373	0.0536289409161905	0	-0.1405701221241	0.681442540127654	0	3.10034620975078		0
M925.8776T7.92_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M926T475_1	925.8776	475.11042	[2750][M]+	[M+K]+ 886.918	77	NA		0.780954306451701	0.0544818363361237	0	-0.0173724069547845	0.911931237169654	0	3.11427939499127		0
M651.0124T8.23_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M651T494_2	651.0124	493.72524			7424	NA		-1.6199849724217	0.0549884078284109	0	-0.202069615086776	0.872408049006525	0	3.17200429280197		0
M463.9441T7.92_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M464T475_2	463.944092182097	475.420193882833			77	NA		0.624349361501769	0.0549884078284109	0	0.297638093590141	0.251946016499267	0	2.82453429722704		0
M924.1643T0.8_3	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M924T48_3	924.1643	48.283986		[M+K]+ 885.205 [M+H-COCH2]+ 965.174	21	NA		-0.338610423237805	0.0559433994096905	0	0.0984357237402556	0.44099814983333	0	2.80067119478779		0
M792.9809T9.27_3	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M793T556_3	792.9809	556.37454		[M+H]+ 791.975	166	NA		0.938676588015833	0.0578968945658249	0	0.171459373164073	0.772032447465244	0	3.06243857298214		0
M304.1663T8.45	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M304T507	304.166301774442	507.224803887469			5811	NA		-0.721419481139746	0.0580158721080863	0	-1.1052476575343	2.35162359612806e-05	1	1.82609262356992		0
M658.1519T7.05	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M658T423	658.1519	422.89764			8196	NA		-0.982137893040107	0.0602792059986225	0	-0.918613997232601	0.00960783660198746	1	1.81634309561499		0
M440.6985T1.19_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M441T71_1	440.698508899589	71.2361498573652			684	NA		-0.888478833443848	0.0602792059986225	0	-0.00222515032069026	0.951829584301197	0	3.08983014904688		0
M459.4508T7.93	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M459T476	459.450800011945	475.637934290837	[1287][M]2+		77	NA		0.654705704777038	0.0602792059986225	0	0.105976469539174	0.813228187666733	0	3.04733301068523		0
M527.0356T8.02_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M527T481_1	527.03555676131	480.976731810122	[1535][M]2+		431	212	@M527.5367T8.02_1|-13Cdb	-1.42543868691107	0.0615726770304887	0	-0.702071578470054	0.242160039915199	0	2.88305323455943		0
M426.1985T7.72	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M426T463	426.198546454546	463.071767713109			7370	NA		-0.747978457467184	0.0615726770304887	0	-0.335356780136216	0.304412465759358	0	2.45544742362846		0
M463.1966T1.19	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M463T71	463.196583689457	71.1087703361694			685	NA		-0.992273642481283	0.0668209818576411	0	-0.17676576238855	0.784909802233107	0	3.03940993194387		0
M862.8355T0.79	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M863T47	862.8355	47.260092	[2593][M+2]2+		176	NA		0.742819326636628	0.0669052312490482	0	-0.22357916524693	0.439711879283368	0	2.82614294643685		0
M925.3758T7.92	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M925T475	925.3758	475.215		[M+H]+ 924.37 [M+H-CH3]+ 939.397	77	NA		0.638496649918084	0.067798728140924	0	0.00734551622318236	0.965009771715135	0	3.0087379265836		0
M660.023T9.46_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M660T568_1	660.023	567.62718		[M+H+HCOOH]+ 613.024	380	NA		0.925850621817164	0.0681973973081795	0	1.23198325737344	0.00025579099174051	1	1.75077908353476		0
M977.2462T9.26_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M977T556_2	977.2462	555.52506		[3M+2K-H]+ 300.11 [2M+2K-H]+ 450.164	166	NA		0.839297898753584	0.069929271807615	0	0.464940808298875	0.180324811518455	0	2.82635922723987		0
M900.9247T7.92	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M901T475	900.9247	475.13394		[3M+Na+K]2+ 579.956	77	396	@M899.9228T7.92_1|+13C|+15N	0.718649130157861	0.069929271807615	0	0.0767415215548066	0.903530513290737	0	3.09692738086067		0
M617.2535T7.92	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M617T475	617.2535	475.29174		[2M+3H]3+ 924.37	77	NA		0.699648025085311	0.0732130717148095	0	0.292730266036921	0.365181532850526	0	2.9000280127018		0
M153.0658T1.19	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M153T72	153.065755403598	71.6310285530064	[221][M+3]+		1	NA		0.378864756125274	0.0732130717148095	0	0.0307502923370855	0.943416537027678	0	2.7477309745228		0
M950.1831T9.81_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M950T589_1	950.1831	588.88494			68	NA		-0.534329805888555	0.0767286647856957	0	-0.248030424615264	0.30134515439144	0	2.61214804114439		0
M494.2427T7.87_2	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M494T472_2	494.242736784291	472.166475711481			6032	NA		0.813839719910634	0.0774079851580853	0	0.363869807272621	0.32608704137764	0	2.88429956777113		0
M296.1064T1.18	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M296T71	296.106428012441	70.883325064929			1	NA		1.08645887642599	0.0778129335625659	0	0.617838582386957	0.174190018698343	0	2.84496026797439		0
M183.0863T0.91	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M183T54	183.086276758744	54.4003025572223			13	NA		1.06074641460087	0.0780993459825582	0	-0.652421664292854	0.102084464411706	0	2.44070590427214		0
M615.8509T9.55_1	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M616T573_1	615.8509	573.03324			68	258	@M614.8483T9.55_2|+13C|@M615.3498T9.55_3|+13Cdb|@M616.3522T9.55_2|-13Cdb	0.883554521741328	0.0780993459825582	0	0.892755696672648	0.00687947603000985	1	2.01295071413615		0
M614.3469T9.55	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			4		M614T573	614.3469	573.04104		[3M+2K-H]+ 179.152	68	258	@M614.8483T9.55_2|-13Cdb|@M615.3498T9.55_3|-13C|@M616.3522T9.55_2|-18O|-13C2	0.828607718568144	0.0780993459825582	0	0.937013105776369	0.0022700053851202	1	1.94146219459095		0
M839.2311T8.5	metabolomics_plasma_c18acqui_pos	MX2	c18acqui			NA		M839T510	839.2311	510.21714	[2516][M+1]2+		59	NA		0.805566210743306	0.0780993459825582	0	-0.0960576766897248	0.765110197261095	0	2.88606725044912		0
