variableMetadata	chromato	name	chebi_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M112.0068T39.43	c18hyper			0.186823463107455	0.626909908252604	0	-0.219772222843327	0.305618021494358	0	-0.123267695650553	0.859671755881072	0	-0.277713212635428	0.304197392145701	0	1.43927626109603	0.73904404192235	E	E	E	E	E	E								NA			M112T39	112.006814909238	39.4346919968211	[33][M+2]+		388	5	@M110.0093T39.44|+34S|+41K|+37Cl|@M111.0101T39.43|+15N|@M153.0334T39.45|-(CH3CN)|-(C2H3N)
M128.0199T39.45_2	c18hyper			0.140623992843643	0.746480053905456	0	-0.20811586933922	0.366420908337618	0	-0.156979961004726	0.81891178827895	0	-0.312130153362659	0.270872212599767	0	1.14504067037492	0.788669724304271	E	E	E	E	E	E								NA			M128T39_2	128.01985158062	39.4480858941267	[58][M]+	[M+Na+NH3]+ 88.0022	14	5	@M95.0444T39.06_2|+(HS.)|@M110.0093T39.44|+(H2O)|@M129.0206T39.43|-13C|-15N|@M156.0148T39.43|-(CO)
M129.0206T39.43	c18hyper			0.140761151681268	0.706281926923784	0	-0.17857867450433	0.391099850486404	0	-0.0608933087309182	0.946919634204125	0	-0.291486783328077	0.247955092081414	0	1.22589738727414	0.462142347777446	E	E	E	E	E	E								NA			M129T39	129.020634893756	39.4347623097043	[58][M+1]+		14	5	@M111.0101T39.43|+(H2O)|@M128.0199T39.45_2|+13C|+15N
M151.0359T39.45	c18hyper			0.0996439267029707	0.807868231024552	0	-0.186646742455171	0.372507120145819	0	-0.183644424272657	0.770289124640539	0	-0.293228288770912	0.236172574172388	0	0.902793890213838	1.17270821094359	E	E	E	E	E	E								NA			M151T39	151.035896825239	39.4468715859703	[97][M]+	[M+Na]+ 128.051	14	5	@M110.0093T39.44|+(CH3CN)|+(C2H3N)|@M152.0367T39.46|-13C|-15N|@M153.0334T39.45|-34S|-41K|-37Cl|@M154.0369T39.38|-13C-37Cl|-13C-34S
M152.0367T39.46	c18hyper			0.121095404099645	0.773681098595557	0	-0.170830096309601	0.452494601620802	0	-0.217795557416594	0.734994590131523	0	-0.282664734332741	0.29985888676279	0	1.00025247504663	1.25492576285554	E	E	E	E	E	E								NA			M152T39	152.036701016122	39.4626656817499	[97][M+1]+		14	5	@M111.0101T39.43|+(CH3CN)|+(C2H3N)|@M151.0359T39.45|+13C|+15N|@M153.0334T39.45|-15N|@M154.0369T39.38|-18O|-34S|-41K|-37Cl
M153.0334T39.45	c18hyper			0.11992535879703	0.776724084208906	0	-0.20177652048622	0.34832991261601	0	-0.196570696290721	0.771624244193899	0	-0.29836151639228	0.274538603457262	0	0.992460586971794	1.12300557650368	E	E	E	E	E	E								NA			M153T39	153.033395529539	39.4468715859703	[97][M+2]+		14	5	@M111.0101T39.43|+(CH2N2)|@M112.0068T39.43|+(CH3CN)|+(C2H3N)|@M151.0359T39.45|+34S|+41K|+37Cl|@M152.0367T39.46|+15N|@M154.0369T39.38|-13C
M154.0369T39.38	c18hyper			0.205292897751676	0.794288294042889	0	-0.114935171220642	0.84730309203417	0	-0.375875909743451	0.752927336811333	0	-0.0587071406439339	0.9464909980808	0	0.70327423796641	1.167665838804	E	E	E	E	E	E								NA			M154T39	154.036858991177	39.3796982738824	[97][M+3]+		393	5	@M151.0359T39.45|+13C+37Cl|+13C+34S|@M152.0367T39.46|+18O|+34S|+41K|+37Cl|@M153.0334T39.45|+13C
M156.0148T39.43	c18hyper			0.160893925549455	0.756620741199919	0	-0.256307070922736	0.332006600095022	0	-0.067644038587277	0.95258610457116	0	-0.315523921952842	0.31738826292416	0	1.14463798265209	0.375877841485185	E	E	E	E	E	E								NA			M156T39	156.014761695644	39.4289037836463			394	5	@M128.0199T39.45_2|+(CO)
M177.9968T42.43	c18hyper			0.118617734651899	0.758128162878658	0	-0.188182376208498	0.336828434597697	0	-0.165848707237441	0.770289124640539	0	-0.259805836348988	0.249559350669154	0	1.05270014575234	1.16029669587061	E	E	E	E	E	E								NA			M178T42	177.996762849075	42.4303313433678		[M+2H-COCH2]2+ 395.984 [M+2H-COCH2]2+ 395.984	49	5	@M110.0093T39.44|+(HCOONa)
M96.9223T47.63	c18hyper			0.0471174224553188	0.922392555622711	0	-0.257991398668015	0.0620879001192655	0	0.0255002509303175	0.920962362738423	0	-0.326924218808877	0.00980932571951219	1	0.931040753223365	0.00775239573347388	E	E	E	E	E	E								NA			M97T48	96.9223448902847	47.628105888243			1185	6	@M98.9194T47.6|-34S|-41K|-37Cl|@M164.9099T46.5_1|-(HCOONa)|@M232.8976T46.14_2|-2(HCOONa)
M154.881T47.67	c18hyper			0.0778951822367979	0.842565108723739	0	-0.243275379763737	0.137094372613936	0	0.0597449221557724	0.857203729748678	0	-0.395784076340856	0.00852621100192316	1	1.09689571663988	0.197588252816563	E	E	E	E	E	E								NA			M155T48	154.880964345413	47.669514464941			1234	6	@M156.878T47.74|-34S|-41K|-37Cl|@M212.8399T48.19|-(NaCl)|@M222.8687T47_1|-(HCOONa)
M156.878T47.74	c18hyper			0.104696576984139	0.789702747204425	0	-0.284206674814556	0.093887344516579	0	0.0855088137707938	0.78814740612254	0	-0.404654422513014	0.00566853942971344	1	1.18866333287235	0.359495884305582	E	E	E	E	E	E								NA			M157T48	156.878042122085	47.7446485840866			1236	6	@M154.881T47.67|+34S|+41K|+37Cl|@M214.8369T48.17|-(NaCl)
M166.9069T46.49	c18hyper			0.134199415228094	0.682272576165522	0	-0.373116538248722	0.00903655664279412	1	0.0773109821961917	0.776030580462006	0	-0.448758030995112	0.000277043628618611	1	1.47824469192387	0.374717133322097	E	E	E	E	E	E								NA			M167T46	166.906888146068	46.4872515366017		[M+2H-C4H8]2+ 387.869	49	6	@M164.9099T46.5_1|+34S|+41K|+37Cl
M212.8399T48.19	c18hyper			0.0464832844742631	0.920970450294069	0	-0.227717782978658	0.119918281568834	0	-0.00243739486130679	0.979911677594571	0	-0.332949526073996	0.01561647652536	1	0.824784860883532	0.270790807494932	E	E	E	E	E	E								NA			M213T48	212.839862927011	48.1853700182687			1289	6	@M154.881T47.67|+(NaCl)|@M214.8369T48.17|-34S|-41K|-37Cl|@M270.7987T48.33|-(NaCl)
M214.8369T48.17	c18hyper			0.0736515052991074	0.827035664843146	0	-0.208030631017724	0.166517590449178	0	0.0411226380351444	0.894000759981289	0	-0.328195812265587	0.0180119733187853	1	1.05703969273418	0.0203064678261439	E	E	E	E	E	E								NA			M215T48	214.836864432281	48.1695408278407			1291	6	@M156.878T47.74|+(NaCl)|@M212.8399T48.19|+34S|+41K|+37Cl|@M272.7957T48.34|-(NaCl)
M216.8341T48.71	c18hyper			0.0129012532724726	0.997721887247626	0	-0.216980190190622	0.315520993280071	0	-0.0115994205571415	0.99923250307221	0	-0.280873366346563	0.16691856905896	0	0.337990030201831	0.363994841108663	E	E	E	E	E	E								NA			M217T49	216.834104737827	48.7139641404671			1292	6	@M274.7928T48.35|-(NaCl)
M222.8687T47_1	c18hyper			0.0674433981699671	0.895859491199568	0	-0.357546109021403	0.0248260931566816	1	0.0388049469849392	0.890836568536704	0	-0.389401280892237	0.00362965198137112	1	1.0087137703285	0.071011420162841	E	E	E	E	E	E								NA			M223T47_1	222.868702862218	46.9963222402786			1304	6	@M154.881T47.67|+(HCOONa)|@M164.9099T46.5_1|+(NaCl)|@M224.8658T46.97_1|-34S|-41K|-37Cl|@M290.8564T46.38|-(HCOONa)
M224.8658T46.97_1	c18hyper			0.0437255551114966	0.959336266324662	0	-0.319120790610008	0.0653143346917066	0	-0.0229964108744163	0.982037510004168	0	-0.388245321547792	0.00644218687261811	1	0.839715879118466	0.434416435400687	E	E	E	E	E	E								NA			M225T47_1	224.865784555309	46.9695725503576		[M+H-H20]+ 241.865	90	6	@M222.8687T47_1|+34S|+41K|+37Cl|@M292.8535T46.48|-(HCOONa)
M234.8947T46.13	c18hyper			0.0595776827608283	0.895596059422725	0	-0.348017571285165	0.0077820218639447	1	0.0386452204235539	0.889140543568547	0	-0.408053614893589	0.00228333166739584	1	1.07381079195881	0.125994866893205	E	E	E	E	E	E								NA			M235T46	234.89470876713	46.1342896380282			49	6	@M98.9194T47.6|+2(HCOONa)|@M232.8976T46.14_2|+34S|+41K|+37Cl
M270.7987T48.33	c18hyper			0.0121586722576801	0.999318089349542	0	-0.172244916621835	0.251361506397469	0	-0.0112794286440732	0.99700712490439	0	-0.258700991063211	0.0584815706203355	0	0.614147828980892	0.366739077735969	E	E	E	E	E	E								NA			M271T48	270.798702295831	48.3343780205705			1355	6	@M212.8399T48.19|+(NaCl)|@M272.7957T48.34|-34S|-41K|-37Cl
M272.7957T48.34	c18hyper			0.0144895893692016	0.992511111241388	0	-0.157670765815542	0.294008908514461	0	-0.0227516680653856	0.974813320321841	0	-0.2525352971332	0.0770511484710088	0	0.594556752118543	0.521862089996376	E	E	E	E	E	E								NA			M273T48	272.795694148907	48.3446875889551			1357	6	@M214.8369T48.17|+(NaCl)|@M270.7987T48.33|+34S|+41K|+37Cl|@M274.7928T48.35|-34S|-41K|-37Cl
M274.7928T48.35	c18hyper			-0.00909991592505932	0.949604802240556	0	-0.169719552817806	0.260947593680087	0	-0.0149977447706444	0.991266171704815	0	-0.288958886781849	0.0569482308044661	0	0.316005892899723	0.5196334915728	E	E	E	E	E	E								NA			M275T48	274.792812540934	48.3465923112193			1360	6	@M216.8341T48.71|+(NaCl)|@M272.7957T48.34|+34S|+41K|+37Cl
M290.8564T46.38	c18hyper			0.0279608517824919	0.99782905834878	0	-0.414764927284093	0.00912461336565558	1	0.0188742575543159	0.930111780308571	0	-0.410413135521949	0.00088136060930404	1	0.73648862503051	0.0711609496203589	E	E	E	E	E	E								NA			M291T46	290.8563768371	46.3839655393042			49	6	@M222.8687T47_1|+(HCOONa)|@M232.8976T46.14_2|+(NaCl)|@M292.8535T46.48|-34S|-41K|-37Cl
M292.8535T46.48	c18hyper			0.0778296504021991	0.881183473256536	0	-0.457051309832964	0.00297790417193181	1	0.0171130240112465	0.937688663658407	0	-0.407693317456614	0.00197164133108226	1	1.09050681661131	0.0124364267463141	E	E	E	E	E	E								NA			M293T46	292.853478162327	46.4770294578529			49	6	@M224.8658T46.97_1|+(HCOONa)|@M290.8564T46.38|+34S|+41K|+37Cl
M300.8852T45.82	c18hyper			0.0411603610919684	0.954262962326717	0	-0.339028835347985	0.00662843171262907	1	0.0325362098766426	0.889140543568547	0	-0.348924211976726	0.00203552995904467	1	0.893927497872826	0.0761106404491773	E	E	E	E	E	E								NA			M301T46	300.885240704301	45.8192523544491			49	6	@M232.8976T46.14_2|+(HCOONa)|@M368.873T45.68|-(HCOONa)
M368.873T45.68	c18hyper			0.0422491390273407	0.938784922318503	0	-0.285306930012164	0.0264324148199504	1	-0.0136143473598516	0.999930190473771	0	-0.356046011788212	0.00702241450896338	1	0.920772610794581	0.22109304972946	E	E	E	E	E	E								NA			M369T46	368.873049795558	45.6790544656196			49	6	@M300.8852T45.82|+(HCOONa)
M98.9848T543.69	c18hyper			-0.201295839107839	0.838323018760478	0	1.8686751448269	1.88968546696809e-12	1	0.00850015995637321	0.872980625481659	0	2.02312849977416	1.84933394103411e-14	1	0.816141519684542	0.220536775787864	E	E	E	E	E	E								NA			M99T544	98.9847745983649	543.68678352234			1609	7	@M140.0113T543.69|-(CH3CN)|-(C2H3N)
M99.0427T38.63	c18hyper			0.0432972279731594	0.91808465099856	0	-0.126222906983415	0.488384053412187	0	-0.0538809155963129	0.930111780308571	0	-0.145663831570296	0.483939968737666	0	0.699432002854284	0.389198850333787	E	E	E	E	E	E								NA			M99T39	99.0427496791452	38.6347134896653	[23][M]2+		14	8	@M99.5432T38.73|-13Cdb
M105.0567T61.54	c18hyper			0.0769863698624977	0.805188150695018	0	0.169475132010549	0.399645051349908	0	0.0971693926773352	0.876112758960467	0	0.187238602111066	0.455406374609988	0	0.729638525714308	0.911580977957462	E	E	E	E	E	E								NA			M105T62	105.056690640427	61.5411129437117	[28][M+1]+		26	9	@M104.0533T61.57|+13C|@M151.0621T61.56|-(HCOOH)|-(H2O-CO)
M150.0589T61.54_2	c18hyper	L-Methionine;Methionine|S-Ethyl-L-cysteine|D-Penicillamine	CHEBI:16643|CHEBI:7959	0.148153053254394	0.623050037146458	0	0.0366679766519447	0.828000345924672	0	0.134509273177304	0.784289975201385	0	0.143308364643712	0.522684665420798	0	1.45290325456813	1.17359163833915	E	E	E	E	E	E	C00073|C07418	Amino acid metabolism|Metabolism of other amino acids|Miscellaneous	Cysteine and Methionine|Glutathione metabolism|Miscellaneous	Methionine|Others|R-S-Glutathione|Miscellaneous	HMDB00696|HMDB14997	CID6137|CID92185|CID5852	C5H11NO2S	149.0511	FFEARJCKVFRZRR-BYPYZUCNSA-N|ULXKXLZEOGLCRJ-BYPYZUCNSA-N|VVNCNSJFMMFHPL-VKHMYHEASA-N	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2S/c1-2-9-3-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)/t3-/m0/s1	M150T62_2	150.058911198217	61.5411129437117	[96][M]+	[M+H-NH3]+ 166.07	26	9	@M104.0533T61.57|+(HCOOH)|+(H2O-CO)|@M133.0323T61.57|+(NH3)|+NH3|@M151.0621T61.56|-13C|@M152.0545T61.57|-34S|-41K|-37Cl|@M153.0579T61.54|-13C-37Cl|-13C-34S
M104.1076T48.2_2	c18hyper			0.00757420870641923	0.951141283035237	0	-0.363370453782707	0.00452663502634848	1	-0.0979285990557734	0.806033953557542	0	-0.399275836139591	0.00210209004935999	1	0.568264934444473	1.04794897544667	E	E	E	E	E	E								NA			M104T48_2	104.10756966333	48.1999800693508	[29][M]+		1190	10	@M105.1109T48.28|-13C
M106.0376T293.01	c18hyper			0.502002002196747	0.895596059422725	0	-0.310685711874259	0.914700630466678	0	-0.998544440775909	0.853395669998507	0	0.52750800740006	0.841067878085203	0	0.149639170851745	0.898077298713092	E	E	E	E	E	E								NA			M106T293	106.037588895406	293.005275601872	[30][M+1]+		84	11	@M181.0698T293.12|-(C2H5NO2)
M180.0665T293.16	c18hyper	Hippuric acid;N-benzoylglycine	CHEBI:18089	0.29322357461778	0.872843252840286	0	-0.070800631466021	0.971882913312173	0	0.0567052818084655	0.977708150753506	0	-0.134271714482818	0.895902695333151	0	0.108408920922824	0.263242656018099	E	E	E	E	E	E	C01586	Amino acid metabolism	Phenylalanine metabolism	Other	HMDB00714	CID464	C9H9NO3	179.05824	QIAFMBKCNZACKA-UHFFFAOYSA-N	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	M180T293	180.066509177349	293.155023932837	[143][M]+	[M+H]+ 179.059	84	11	@M181.0698T293.12|-13C|@M182.0708T293.01|-18O|-13C2|@M202.0485T293.06|-Na|@M224.0305T293.01|-2Na
M291.057T293.01	c18hyper			0.851414878342192	0.838323018760478	0	-0.734498235931186	0.798738335408407	0	0.301639349598409	0.961528288790207	0	-0.429779480597402	0.873502971738027	0	0.232169914596353	0.179492476866656	E	E	C	E	E	B								NA			M291T293	291.057047763413	293.013200629958		[3M+2Na-H]+ 82.0396	84	11	@M202.0485T293.06|+(C2H3NO3)
M296.0725T293.13	c18hyper			0.704738105222399	0.870885278914819	0	-0.668821697905294	0.821663670174359	0	-0.323564134858003	0.966282231335573	0	0.322735768320113	0.915691433307952	0	0.158479791809207	0.512723867298442	E	E	C	E	E	B								NA			M296T293	296.072499066287	293.130399937138		[M+Na]+ 273.082	84	11	@M181.0698T293.12|+(H3PO4)+(NH3)|@M342.0783T293.09|-(HCOOH)|-(H2O-CO)
M342.0783T293.09	c18hyper			0.665666036598388	0.879995779965886	0	-0.624998243454614	0.834359379353509	0	-0.396880765222134	0.955889374425484	0	0.291319812491238	0.924298280564349	0	0.128692047385524	0.576992175910419	E	E	C	E	E	B								NA			M342T293	342.07832337921	293.093267660105		[M+Na+HCOOH]+ 273.082	84	11	@M296.0725T293.13|+(HCOOH)|+(H2O-CO)
M190.0178T90.48	c18hyper			0.136042019885625	0.827145491443226	0	0.154289321734456	0.710866396406842	0	-0.17884818449231	0.89198556871533	0	0.102956453763653	0.868290809244828	0	0.253612066836944	0.382646161813908	E	E	E	E	E	E								NA			M190T90	190.01776467894	90.4782310521333	[166][M]+		2791	12	@M110.0607T90.4|+(SO3)|@M191.0211T89.92|-13C|@M192.0135T89.97|-34S|-41K|-37Cl|@M211.9999T90.34|-Na
M146.1657T41.22	c18hyper	Spermidine	CHEBI:16610	0.397325666188653	0.599376705093221	0	-0.588471171164187	0.119918281568834	0	0.614478307492753	0.205687093763383	0	-0.785338132406068	0.0116873758349287	1	1.6661126215265	1.82786357128828	E	E	E	E	E	E	C00315	Amino acid metabolism|Metabolism of other amino acids	Aginine and Proline metabolism|beta-Alanine metabolism|Glutathione metabolism	Pustrescine|beta-Alanine|Spermidine	HMDB01257	CID1102	C7H19N3	145.1579	ATHGHQPFGPMSJY-UHFFFAOYSA-N	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	M146T41	146.165736391266	41.218761006438			103	13	@M112.1127T37.63|+2(NH3)
M160.134T309.56	c18hyper			0.011835572479292	0.95450818712009	0	-0.57603835702454	0.00851549257106605	1	0.129493723931908	0.784289975201385	0	-0.626200680991566	0.00310836046507485	1	0.50726918500116	0.291890379962552	E	E	E	E	E	E								NA			M160T310	160.134036377963	309.557110681261	[116][M]+		80	14	@M114.1285T309.53|+(HCOOH)|+(H2O-CO)|@M161.1374T309.51|-13C
M118.0869T54.62_2	c18hyper	Isopentyl nitrite;Isoamyl nitrite|L-Valine;Valine|5-Aminopentanoic acid;5-Aminovaleric acid	CHEBI:2691|CHEBI:16414|CHEBI:15887	0.0198348545451275	0.908226984243688	0	0.143969768844194	0.270087538462976	0	0.0108049431611263	0.982453227126865	0	0.0877600856969991	0.58307707444591	0	0.348495792419665	0.33691103236556	E	E	E	E	E	E	C07457|C00183|C00431	Amino acid metabolism	Aginine and Proline metabolism|Lysine degradation|Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation	D-Proline|Others|Valine	HMDB01382|HMDB00883|HMDB03355	CID8053|CID6287|CID138	C5H11NO2	117.079	OWFXIOWLTKNBAP-UHFFFAOYSA-N|KZSNJWFQEVHDMF-BYPYZUCNSA-N|JJMDCOVWQOJGCB-UHFFFAOYSA-N	InChI=1S/C5H11NO2/c1-5(2)3-4-8-6-7/h5H,3-4H2,1-2H3|InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)	M118T55_2	118.086890366058	54.6208955410706	[50][M]+	[M+H-CO]+ 145.082 [M+H-C6H10O5]+ 279.133	33	15	@M119.0902T54.69|-13C|@M120.091T54.67|-18O|-13C2
M138.0556T327.48	c18hyper	Salicylamide	CHEBI:32114	-0.19766617562394	0.638092628873391	0	0.0529889229641824	0.904423011242204	0	-0.237558698031652	0.724152873903424	0	0.182402633407275	0.503956498739848	0	0.651930817750771	0.649703255328026	E	E	E	E	E	E					HMDB15687	CID5147	C7H7NO2	137.04768	SKZKKFZAGNVIMN-UHFFFAOYSA-N	InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)	M138T327	138.055605746199	327.482226327692	[77][M]+	[M+2Na-H]+ 93.0858	28	16	@M120.0451T327.69|+(H2O)|@M139.059T327.51|-13C
M166.0507T136.28	c18hyper			0.207863675142422	0.883589281784396	0	-0.479632438693178	0.497068413624083	0	-0.454070491612159	0.734994590131523	0	-0.989484222297071	0.0350973386826005	1	0.794027355323871	1.04168407648989	E	E	E	E	E	E								NA			M166T136	166.050686796998	136.284592923578		[M+K+HCOOH]+ 81.082 [M+Na+HCOOH]+ 97.0559 [M+H+HCOOH]+ 119.038	3193	17	@M120.0451T136.28|+(HCOOH)|+(H2O-CO)
