variableMetadata	set	gene	chromato	name	chebi_id	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M95.0064T610.19	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M95T610	95.0063972512647	610.185869247952	[27][M]2-	[M-2H]2- 192.026	10	6	@M95.5081T610.34_1|-13Cdb|@M96.0085T610.17_2|-13C|@M112.0123T611.28|-(OH.)	0.496104659137384	0.000775915705705279	1	0.0530171235012027	0.566903438340539	0	2.19072036762066		-0.319307112565039
M84.0218T610.39	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M84T610	84.0217719126357	610.390215970191			10	6	@M112.0123T611.28|-(CO)|@M128.0117T610.93|-(CO2)|@M146.0223T610.17|-(H2O)-(CO2)	0.600649962745102	0.000918468764908233	1	0.0842576935479933	0.484400443403519	0	2.13356094308704		-0.261312542066859
M542.739T1027.2	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M543T1027	542.738985525452	1027.19742630906			30	21	@M480.7387T1027.23|+(H2O)+(CO2)	0.425364567407145	0.00150851462362729	1	-0.0620031571744928	0.858856986137606	0	2.29176113614225		0
M188.0567T502.52	metabolomics_plasma_hilic_neg	LAT	hilic	N-Acetyl-DL-glutamic acid|N-Acetyl-L-glutamic acid;N-Acetylglutamic acid	CHEBI:17533	C00624	Amino acid metabolism	Aginine biosynthesis|Alanine, Aspartate and Glutamate	Glutamate|Others	HMDB01138	CID185|CID70914	C7H11NO5	189.0637	RFMMMVDNIPUKGG-UHFFFAOYSA-N|RFMMMVDNIPUKGG-YFKPBYRVSA-N	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)|InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1	M188T503	188.056708647963	502.519286911541	[199][M]-		51	132	@M189.0601T502.41|-13C	0.71692211231386	0.00154632733737273	1	-0.358127955257878	0.0966332887057142	0	1.92935410709933		0
M95.0252T135.74	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M95T136	95.0252227747531	135.735024292499			41	NA		0.705665239900803	0.00154632733737273	1	0.258319669740315	0.110039082002034	0	2.05746171482007		0
M432.8167T1019.38	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M433T1019	432.816691151492	1019.38075116293		[M-2H+Na]- 411.841	47	21	@M366.8706T1023.35|+3Na|@M388.8528T1021.27|+2Na|@M404.8267T1025.16|+(CO)|@M426.8088T1023.11|+Li	0.558104254290683	0.00154632733737273	1	-0.1313309873125	0.628164312611739	0	2.07517394729939		0
M86.0249T189.46	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M86T189	86.0249160475919	189.459974911245		[M-2H+Na]- 65.04	1230	NA		0.566010809231216	0.00160457329315048	1	-0.407992912312242	0.00861821544576834	1	2.02732071988159		-0.0505222130439142
M380.1318T340.28	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M380T340	380.1318256622	340.275144377197			896	NA		2.65248886507273	0.00171299398332701	1	-2.11778938923605	0.00393103612922521	1	1.73506230164887		0
M296.0741T340.79	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M296T341	296.074138897951	340.793488874987	[403][M]-		900	268	@M297.0775T340.78|-13C	1.71652947701327	0.00171299398332701	1	-0.9801316485675	0.0588493537771985	0	1.87553745057045		0
M285.9725T352.3	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M286T352	285.972490031987	352.298048526992		[M-2H+K]- 249.012	6	257	@M287.9707T352.57|-34S|-41K|-37Cl	-1.27075843135392	0.00171299398332701	1	0.571197860866457	0.16327748932712	0	1.98490974347047		0
M366.0506T524.43	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M366T524	366.050600704472	524.429705324451			627	NA		1.23453451142523	0.00171299398332701	1	0.191510234703028	0.496832800675844	0	2.05449879576999		-0.062155155928993
M117.0559T140.13	metabolomics_plasma_hilic_neg	LAT	hilic	β-Hydroxyisovaleric acid;3-Hydroxyisovaleric acid;3-Hydroxy-3-methylbutyric acid|2-Hydroxypentanoic acid;2-Hydroxyvaleric acid|2-Hydroxy-3-methylbutyric acid;a-Hydroxyisovaleric acid;2-Hydroxyisovaleric acid|2-Hydroxy 2-methylbutyric acid|3-Hydroxypentanoic acid;3-Hydroxyvaleric acid	CHEBI:37084|CHEBI:60647|CHEBI:60645		Amino acid metabolism|Lipid metabolism	Valine, Leucine and Isoleucine degradation|Fatty acids	Others|Hydroxy	HMDB00754|HMDB01863|HMDB00407|HMDB01987|HMDB00531	CID69362|CID98009|CID99823|CID95433|CID107802	C5H10O3	118.063	AXFYFNCPONWUHW-UHFFFAOYSA-N|JRHWHSJDIILJAT-UHFFFAOYSA-N|NGEWQZIDQIYUNV-UHFFFAOYSA-N|MBIQENSCDNJOIY-UHFFFAOYSA-N|REKYPYSUBKSCAT-UHFFFAOYSA-N	InChI=1S/C5H10O3/c1-5(2,8)3-4(6)7/h8H,3H2,1-2H3,(H,6,7)|InChI=1S/C5H10O3/c1-2-3-4(6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)|InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)|InChI=1S/C5H10O3/c1-3-5(2,8)4(6)7/h8H,3H2,1-2H3,(H,6,7)|InChI=1S/C5H10O3/c1-2-4(6)3-5(7)8/h4,6H,2-3H2,1H3,(H,7,8)	M117T140	117.055916974699	140.131493706408	[59][M]-	[M-H-CH4]- 134.088	41	45	@M118.0593T140.05|-13C|@M119.0601T140.41|-18O|-13C2	0.668805478283492	0.00171299398332701	1	-1.42523682286314	7.49395144298116e-11	1	1.12805796791596		0
M564.7209T1025.11	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M565T1025	564.720924696942	1025.10802348937		[M-2H+K]- 527.773	30	NA		0.531030923076925	0.00171299398332701	1	-0.132772142857142	0.599835080117308	0	1.97700344943035		0
M121.0297T128.34	metabolomics_plasma_hilic_neg	LAT	hilic	4-Hydroxybenzaldehyde|Benzoic acid	CHEBI:17597|CHEBI:30746	C00633|C00180	Amino acid metabolism|Microbial Metabolism	Phenylalanine metabolism|Microbial Metabolism	Other|Microbial Metabolism	HMDB11718|HMDB01870	CID126|CID243	C7H6O2	122.0368	RGHHSNMVTDWUBI-UHFFFAOYSA-N|WPYMKLBDIGXBTP-UHFFFAOYSA-N	InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H|InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	M121T128	121.029708160523	128.340421193269	[65][M]-		1217	NA		0.530058515063377	0.00171299398332701	1	0.211087096606015	0.0967430864179592	0	2.07233540900501		0
M456.8353T1015.52_1	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M457T1016_1	456.835258373209	1015.52455632243		[M-H+HCOOH]- 411.841	47	NA		0.614801153800123	0.00182887302688956	1	-0.0863609703874513	0.880625823692965	0	2.06676671952595		0
M233.0783T350.56	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M233T351	233.078349112497	350.559723065954	[285][M]-	[M-H-CO]- 262.076	6	79	@M143.0464T350.38|+(C3H6O3)|@M234.0818T350.65|-13C	1.77117476750023	0.00192579135345193	1	-0.922996847912565	0.0960999740379871	0	1.86872550045278		0
M310.9573T608.85	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M311T609	310.957305031353	608.845965876757			10	NA		0.618938822357086	0.00217259250647171	1	-0.0278882581090851	0.963685163234741	0	2.01849340139385		0
M91.0037T283.65	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M91T284	91.0037052464844	283.647800394754		[M+2Cl]2- 112.065 [M-H+Cl]2- 148.041	13	NA		0.56328638328009	0.00217259250647171	1	-0.051699756618266	0.97280583827694	0	2.14129481384786		0
M96.0085T610.17_2	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M96T610_2	96.0085342001144	610.171554846553	[27][M+2]2-		10	6	@M95.0064T610.19|+13C|@M95.5081T610.34_1|+13Cdb	0.540445425812932	0.00217259250647171	1	0.0385075654809999	0.713096815777619	0	2.07906635505235		-0.173608866598308
M102.0198T313.32	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M102T313	102.019805381746	313.322634097093			688	NA		0.946079359186339	0.00217998343313923	1	-0.493963712502097	0.103175947993994	0	1.98098074740825		0
M288.9877T608.82	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M289T609	288.987744107661	608.816657461571	[389][M]-		10	207	@M246.9777T610.97|+(C2H2O)|@M289.9912T608.84|-13C|@M290.9836T608.91|-34S|-41K|-37Cl	0.401884285408531	0.00217998343313923	1	-0.102550942802186	0.604975384101045	0	2.12881590409633		-0.209159763806719
M199.9582T1024.81	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M200T1025	199.958223617409	1024.81154039828			30	21	@M181.9476T1024.66|+(H2O)|@M243.9481T1024.61|-(CO2)	0.5136391977687	0.00231402083240802	1	-0.1524332336105	0.507302011365109	0	2.19903261789513		0
M287.9707T352.57	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M288T353	287.970723452689	352.570351745052			6	257	@M285.9725T352.3|+34S|+41K|+37Cl	-1.1633657769509	0.00239418962703011	1	0.583744898940072	0.129432116201051	0	1.90249812771238		0
M526.7649T1023.38	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M527T1023	526.764867862164	1023.37804685593		[M-H]- 527.773	30	NA		0.620598820612971	0.00239418962703011	1	-0.0583316314980777	0.969116845339741	0	1.98394626426378		-4.53849320790524e-05
M112.0123T611.28	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M112T611	112.012301627806	611.281770796534	[42][M+1]-		10	6	@M84.0218T610.39|+(CO)|@M95.0064T610.19|+(OH.)|@M111.0089T611.16|+13C|@M192.0234T610.93|-2(H2O)-(CO2)	0.292220466777268	0.00239418962703011	1	0.0225045254093779	0.707026187304817	0	2.2283618845805	forest	-0.327882942341714
M181.9476T1024.66	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M182T1025	181.94763120835	1024.66271667989		[M-H-COCH2]- 224.957	30	21	@M159.9656T1028.24|+Na|@M199.9582T1024.81|-(H2O)|@M243.9481T1024.61|-(H2O)-(CO2)	0.607691331284681	0.00253700568611667	1	-0.26555092754213	0.217924841027116	0	2.02627053294858		0
M266.0999T168.52	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M266T169	266.099948548535	168.518770476319			1515	NA		-1.28749409704384	0.00309348183390192	1	0.324410305445484	0.632741700699133	0	2.10140207486282		0
M144.0668T492.63	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M144T493	144.066773455447	492.628599800091			3	NA		0.7537249457196	0.00327983831531425	1	-0.492187263856323	0.0393163850927943	1	1.79864588743553		0
M174.0563T189.95	metabolomics_plasma_hilic_neg	LAT	hilic	Indole-3-acetic acid;Indoleacetic acid|Indoxyl acetate	CHEBI:16411	C00954	Amino acid metabolism	Tryptophan metabolism	Indole|Tryptamine	HMDB00197	CID802|CID11841	C10H9NO2	175.0633	SEOVTRFCIGRIMH-UHFFFAOYSA-N|JBOPQACSHPPKEP-UHFFFAOYSA-N	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)|InChI=1S/C10H9NO2/c1-7(12)13-10-6-11-9-5-3-2-4-8(9)10/h2-6,11H,1H3	M174T190	174.056279228995	189.953967691965	[166][M]-		1230	114	@M175.0594T190.25|-13C	1.25496934601558	0.0038814844390212	1	-0.0375355831640576	0.949089331476592	0	1.85064554840787		0
M263.0348T298.97	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M263T299	263.03480510829	298.96883616627			698	NA		1.01003641568805	0.0038814844390212	1	-0.262079976643342	0.630669324184325	0	2.04638500773877		0
M405.017T610.73	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M405T611	405.016979582061	610.732255222358		[2M-2H+Na]- 192.026	10	NA		0.928421181684282	0.0038814844390212	1	0.014360431286514	0.859541603817984	0	1.8518865879322		0
M123.9888T233.44	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M124T233	123.98884432839	233.444870130483			8	53	@M124.9841T228.35|-15N	0.495661170852163	0.0038814844390212	1	-0.0172131470143135	0.955422306034895	0	1.91322272824044		0
M448.7908T1021.75	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M449T1022	448.790777394451	1021.75197489047		[M+Cl+NaCOOH]- 345.833	30	21	@M388.8528T1021.27|+Na+K|@M404.8267T1025.16|+2Na|@M410.8349T1020.41|+K|@M426.8088T1023.11|+Na	0.494301469580053	0.0038814844390212	1	-0.186766511021071	0.351578996474482	0	1.90280744295247		0
M167.0352T302.26	metabolomics_plasma_hilic_neg	LAT	hilic	4-Hydroxymandelic acid|3-Hydroxymandelic acid;m-Hydroxymandelic acid|Vanillic acid	CHEBI:16388|CHEBI:30816	C11527|C06672	Amino acid metabolism	Tyrosine metabolism	Thyroxine	HMDB00822|HMDB00750|HMDB00484	CID328|CID86957|CID8468	C8H8O4	168.0423	YHXHKYRQLYQUIH-UHFFFAOYSA-N|OLSDAJRAVOVKLG-UHFFFAOYSA-N|WKOLLVMJNQIZCI-UHFFFAOYSA-N	InChI=1S/C8H8O4/c9-6-3-1-5(2-4-6)7(10)8(11)12/h1-4,7,9-10H,(H,11,12)|InChI=1S/C8H8O4/c9-6-3-1-2-5(4-6)7(10)8(11)12/h1-4,7,9-10H,(H,11,12)|InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)	M167T302	167.035150789786	302.255951898597		[M-H]- 168.04	20	NA		0.45714092613407	0.0038814844390212	1	0.452501706573173	0.00109572763303875	1	1.61905020800341		0
M388.8528T1021.27	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M389T1021	388.852820277838	1021.27120176804			30	21	@M326.8523T1021.76|+(H2O)+(CO2)|@M344.8242T1025.46|+(C2H4O)|@M350.8968T1018.38|+K|@M366.8706T1023.35|+Na|@M426.8088T1023.11|-K|@M432.8167T1019.38|-2Na|@M448.7908T1021.75|-Na-K|@M464.7646T1024.16|-2K	0.389957419373523	0.0038814844390212	1	-0.0543325400458077	0.896782758126731	0	2.02273541149419		0
M426.8088T1023.11	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M427T1023	426.808804973255	1023.1053267578		[M+Cl+HCOOH]- 345.833	30	21	@M366.8706T1023.35|+Na+K|@M388.8528T1021.27|+K|@M404.8267T1025.16|+Na|@M432.8167T1019.38|-Li|@M448.7908T1021.75|-Na|@M464.7646T1024.16|-K|@M488.8093T1022.92|-(H2O)-(CO2)	0.387991914214657	0.0038814844390212	1	-0.124867414586666	0.476963798342818	0	2.01791310534975		0
M427.1366T211.15	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M427T211	427.13663796021	211.151722804326			19	NA		0.957146885965223	0.00394414263647572	1	0.0164094502524499	0.858856986137606	0	1.96325788849389		0
M213.0522T486.98	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M213T487	213.052242607855	486.984660477857			3	NA		0.568675402349015	0.00417254362928017	1	-0.497190049884763	0.00457787452192051	1	1.71617145054947		0
M410.8349T1020.41	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M411T1020	410.834853718102	1020.40662511379		[M-H]- 411.841	47	21	@M448.7908T1021.75|-K	0.468936768234784	0.00417715008406989	1	-0.0962588861663995	0.756301691169256	0	1.95923267025595		0
M629.8244T993.62	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M630T994	629.824441610821	993.623105753055		[M-H]- 630.825	14	NA		0.820204307692308	0.00440423347432917	1	-0.140921428571428	0.836140822757907	0	1.81234063333306		0
M130.8073T555.69_3	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M131T556_3	130.807256831747	555.687616627276		[M+Cl]- 95.8451	4	NA		0.715212069976253	0.00460651327104599	1	0.0193960912929789	0.844536137693338	0	1.92521106983584		-0.0985687943434194
M239.9978T97.78	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M240T98	239.997811063358	97.7752968908351		[M-H]- 241.009	5	NA		9.61572649300864	0.00468257371815813	1	-2.29579820837455	0.688014153715675	0	1.95169066587222	svm	0
M247.0466T624.11	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M247T624	247.046554164569	624.112213868688			1025	NA		0.858209053047734	0.00476334120106964	1	-0.524389721392257	0.0755014560194861	0	1.98534474158106		0
M313.0049T351.57	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M313T352	313.004880663624	351.574961244661	[438][M]-	[M-H-C5H8O4]- 446.063	6	290	@M314.0082T351.77|-13C|@M315.0029T351.77|-34S|-41K|-37Cl|@M316.0059T351.82|-13C-37Cl|-13C-34S	1.34506327056208	0.00479491953952134	1	-0.858426253844545	0.0655548611759497	0	1.71743657321469		0
M386.4163T993.31	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M386T993	386.416348220107	993.307535486387	[536][M]2-		14	NA		0.934372735816311	0.00479491953952134	1	-0.11696151042495	0.929924606689147	0	1.81493987799108		0
M514.8672T993.27_1	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M515T993_1	514.867218599808	993.272966075471			14	NA		0.863868890692972	0.00479491953952134	1	-0.137860675191728	0.862859417170267	0	1.81653391749575		0
M370.1474T583.84	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M370T584	370.147443767553	583.835973893203	[523][M]-	[M-H+NH3]- 354.128	21	336	@M371.1509T584.02|-13C	-0.726426170494074	0.00479491953952134	1	0.597849900182748	0.0101921663678612	1	1.86305426808944		0
M160.0406T209.57	metabolomics_plasma_hilic_neg	LAT	hilic	Indole-3-carboxylic acid|2,4-Quinolinediol|Indole-2-carboxylic acid	CHEBI:24809|CHEBI:75926	C19837|C16716	Amino acid metabolism	Tryptophan metabolism	Other	HMDB03320|HMDB02285	CID69867|CID54680871|CID72899	C9H7NO2	161.0477	KMAKOBLIOCQGJP-UHFFFAOYSA-N|HDHQZCHIXUUSMK-UHFFFAOYSA-N|HCUARRIEZVDMPT-UHFFFAOYSA-N	InChI=1S/C9H7NO2/c11-9(12)7-5-10-8-4-2-1-3-6(7)8/h1-5,10H,(H,11,12)|InChI=1S/C9H7NO2/c11-8-5-9(12)10-7-4-2-1-3-6(7)8/h1-5H,(H2,10,11,12)|InChI=1S/C9H7NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-5,10H,(H,11,12)	M160T210	160.0405689864	209.568693133466		[M-H+HCOOH]- 115.05	19	NA		0.582160955872096	0.00479491953952134	1	0.551274962663586	0.00231042956238605	1	1.6318285191196		0
M588.7652T1023.9	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M589T1024	588.765242422692	1023.89639204921		[M+Cl]- 553.799	30	NA		0.566344205128205	0.00479491953952134	1	-0.00809428571428583	0.924796281590989	0	1.94285410957793		0
M317.4151T993.62_2	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M317T994_2	317.415053875748	993.621460734285		[M-H-CH2]- 332.435	14	NA		0.551496346183443	0.00479491953952134	1	0.0314009001746012	0.783299946395444	0	2.02526495621087		0
M323.0627T531.38	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M323T531	323.062651987433	531.379430128856			635	NA		0.440533537457757	0.00479491953952134	1	-0.253838469887235	0.100646234338454	0	1.98147731296617		0
M130.0184T148.57	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M130T149	130.01844240989	148.568850348913			16	NA		0.398114248695451	0.00479491953952134	1	1.59915184097337	7.13831327675909e-12	1	0.724553170623381		0
M342.8261T1025.32	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M343T1025	342.826097034001	1025.32456264724		[M-2H+Na]- 321.844	30	21	@M282.8882T1026.8|+Na+K|@M304.8702T1023.46|+K|@M320.8442T1027.85|+Na|@M344.8242T1025.46|-34S|-41K|-37Cl|@M404.8267T1025.16|-(H2O)-(CO2)	0.335927276491773	0.00479491953952134	1	-0.123842571030909	0.401191828845747	0	2.04584430930418		0
M442.7828T1026.4	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M443T1026	442.782843785606	1026.3955885339			30	21	@M398.7924T1026.39|+(CO2)|@M404.8267T1025.16|+K|@M444.7806T1026.37|-34S|-41K|-37Cl|@M464.7646T1024.16|-Na|@M480.7387T1027.23|-K|@M504.7834T1026.48|-(H2O)-(CO2)	0.322924720506046	0.00479491953952134	1	-0.117645599623465	0.404028383643919	0	2.03375189863391		0
M604.7394T1027.16	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M605T1027	604.739440813909	1027.16474996901		[M+Cl+HCOOH]- 523.754	30	21	@M642.6955T1027.95|-K	0.315809185562323	0.00479491953952134	1	-0.150680812141815	0.211938834021942	0	2.06952439290048		0
M326.8523T1021.76	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M327T1022	326.852264114631	1021.75932299111			30	21	@M266.9142T1020.41|+Na+K|@M304.8702T1023.46|+Na|@M328.8504T1021.86|-34S|-41K|-37Cl|@M388.8528T1021.27|-(H2O)-(CO2)	0.398031377320368	0.00488369337056998	1	-0.106565364902321	0.631946847215299	0	1.95359028861913		0
M135.2778T555.78_23	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M135T556_23	135.277839911008	555.77803506866	[91][M]-	[M+Cl]- 100.316 [M-H]- 136.292	4	NA		0.721796978132065	0.00526125964149231	1	0.00741716925747582	0.880625823692965	0	1.8698919491693		-0.0519138460773119
M187.2311T611.05	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M187T611	187.231065351423	611.053563576844			10	NA		0.505475327510464	0.00526186258833315	1	-0.0798461824957784	0.868656419300539	0	1.81882111700329		-0.0986892842608901
M246.9784T837.28	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M247T837	246.978415699478	837.284904147725			73	NA		1.50160266316695	0.00543296682152168	1	-0.103844336693735	0.997072622640083	0	2.00956736509849		0
M425.1426T500.44	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M425T500	425.142579725597	500.435590169309		[3M+Cl]- 130.051	3	NA		1.49286398926153	0.00543296682152168	1	-0.355360546924679	0.701093156086342	0	1.74049632111183		0
M75.0281T493.08	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M75T493	75.0281208959073	493.083152926533			3	NA		0.464533028419289	0.00543296682152168	1	-0.267295646642657	0.111360219952767	0	1.88520161443853		-0.0513062619296762
M270.0659T496.9	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M270T497	270.065886844155	496.8975054884			3	NA		0.619017109370102	0.00546903223431034	1	0.309254842738163	0.094431454665731	0	1.91928736364712		0
M626.7213T1024.58	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M627T1025	626.721262620384	1024.57800474598		[M+Cl+NaCOOH]- 523.754	30	NA		0.497910461538462	0.00546903223431034	1	-0.191407142857143	0.382647688285956	0	1.88079481284435		0
M366.8445T1020.12	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M367T1020	366.844463114636	1020.11503622785		[M-H-CO2]- 411.841	47	334	@M472.8352T1019.99|-(H2O)-2(CO2)	0.466365259029004	0.00546903223431034	1	-0.141667931859693	0.561698600307822	0	1.90482723105422		0
M411.0757T507.27	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M411T507	411.075662279581	507.27250877905			34	NA		0.679499167359012	0.00551724560626037	1	0.042221997083935	0.781750705222594	0	1.96664914227559		0
M548.7471T1022.8	metabolomics_plasma_hilic_neg	LAT	hilic										NA			M549T1023	548.74705255963	1022.79972443589		[M-2H+Na]- 527.773	30	NA		0.552302887583693	0.00551724560626037	1	-0.114927704185607	0.770790532557001	0	1.92372033561561		0
